year	month	day	hour	min	sec	latitude	longitude	depth	magnitude	magtype	eventID
2017	1	15	19	49	15	52.2598	160.732	49.38	4.5	Mb	2.01701E+11
2017	1	15	19	59	8	-3.9292	-102.7205	10	4.5	Mb	2.01701E+11
2017	1	16	0	41	51	-30.1713	-177.7853	24.04	4.8	Mb	2.01701E+11
2017	1	16	1	16	38	-13.642	166.5223	14.03	5.8	Mw	2.01701E+11
2017	1	16	2	50	6	52.5713	-168.0338	41.85	4.9	Mb	2.01701E+11
2017	1	16	3	17	4	21.4957	143.1979	277.52	4.6	Mb	2.01701E+11
2017	1	16	5	2	46	34.4881	142.1751	32.15	4.5	Mb	2.01701E+11
2017	1	16	5	32	4	0.7878	120.2073	10	4.6	Mb	2.01701E+11
2017	1	16	8	20	59	-48.8801	31.1499	10	4.9	Mb	2.01701E+11
2017	1	16	12	29	22	12.867	-88.5855	60.14	4.5	Mb	2.01701E+11
2017	1	16	12	42	11	3.3049	98.4762	6	5.6	Mw	2.01701E+11
2017	1	16	12	46	11	3.2999	98.3861	3.69	4.6	Mb	2.01701E+11
2017	1	16	14	21	49	40.1945	142.2767	54.29	4.6	Mb	2.01701E+11
2017	1	16	15	2	5	-17.2661	-174.9512	228.52	4.7	Mb	2.01701E+11
2017	1	16	15	6	37	-7.6347	129.9926	10	5.3	Mb	2.01701E+11
2017	1	16	17	4	6	-21.1699	-179.2115	618.77	4.7	Mb	2.01701E+11
2017	1	16	19	7	20	55.6109	159.9806	185.05	4.9	Mb	2.01701E+11
2017	1	16	20	47	39	-13.554	166.4169	14.89	5.9	Mw	2.01701E+11
2017	1	16	21	40	10	58.0628	-136.8382	10	4.5	Mb	2.01701E+11
2017	1	17	0	54	11	18.9696	144.9128	18.21	4.5	Mb	2.01701E+11
2017	1	17	1	17	47	-13.5915	166.6355	37.3	5.1	Mb	2.01701E+11
2017	1	17	4	54	4	-13.685	166.5139	10	4.6	Mb	2.01701E+11
2017	1	17	7	46	21	22.0456	143.6936	126.76	4.7	Mb	2.01701E+11
2017	1	17	9	8	2	19.8529	-76.594	11	5.8	Mw	2.01701E+11
2017	1	17	9	21	52	-56.7343	-25.8633	10	5.1	Mb	2.01701E+11
2017	1	17	9	27	57	-57.3064	-26.6515	10	4.7	Mb	2.01701E+11
2017	1	17	10	28	35	-13.3971	166.4167	10	4.5	Mb	2.01701E+11
2017	1	17	10	41	15	29.6376	51.4974	10	4.8	Mb	2.01701E+11
2017	1	17	10	41	53	32.5946	-39.9518	10	4.7	Mb	2.01701E+11
2017	1	17	11	46	27	27.6967	142.6481	10	4.5	Mb	2.01701E+11
2017	1	17	11	48	46	5.4178	94.5577	35	5.1	Mw	2.01701E+11
2017	1	17	12	18	21	-57.1114	-26.1884	10	4.8	Mb	2.01701E+11
2017	1	17	12	21	21	-57.2433	-27.6136	10	4.8	Mb	2.01701E+11
2017	1	17	13	3	54	-56.3692	-24.3396	10	4.7	Mb	2.01701E+11
2017	1	17	16	31	28	-23.3628	-179.4494	537.49	4.6	Mb	2.01701E+11
2017	1	17	18	28	13	50.0876	156.0508	78.55	4.5	Mb	2.01701E+11
2017	1	17	18	54	47	-57.0282	-26.7637	97.57	4.9	Mb	2.01701E+11
2017	1	18	2	2	26	-52.8566	9.9829	10	5.2	Mb	2.01701E+11
2017	1	18	3	3	22	24.559	94.5655	63	4.5	Mb	2.01701E+11
2017	1	18	5	59	13	-15.7737	-173.6051	82.08	4.8	Mb	2.01701E+11
2017	1	18	8	19	27	36.4792	140.6508	59.22	4.5	Mb	2.01701E+11
2017	1	18	8	50	15	-15.1165	-173.4629	10	4.7	Mb	2.01701E+11
2017	1	18	9	25	42	42.6783	13.2028	10	5.3	Mw	2.01701E+11
2017	1	18	10	14	11	42.6015	13.2277	7	5.7	Mw	2.01701E+11
2017	1	18	10	15	33	42.583	13.3175	10	4.7	Mb	2.01701E+11
2017	1	18	10	16	38	42.5301	13.2326	10	4.6	Mb	2.01701E+11
2017	1	18	10	25	25	42.584	13.1972	10	5.6	Mw	2.01701E+11
2017	1	18	10	51	44	-6.8572	105.466	64.69	4.9	Mb	2.01701E+11
2017	1	18	11	7	39	42.7582	13.2091	10	4.6	Mb	2.01701E+11
2017	1	18	11	18	15	51.0982	-179.5822	52.31	5.1	Mb	2.01701E+11
2017	1	18	13	31	44	-43.267	-74.2329	26.25	4.5	Mw	2.01701E+11
2017	1	18	13	33	38	42.5581	13.2487	7.39	5.2	Mw	2.01701E+11
2017	1	18	13	51	37	32.8029	-39.6804	10	4.8	Mb	2.01701E+11
2017	1	18	14	35	20	28.1707	104.8738	44.71	4.9	Mb	2.01701E+11
2017	1	18	14	52	57	-57.5127	-25.9793	57.66	5	Mb	2.01701E+11
2017	1	18	15	42	40	12.2	94.9698	27.49	4.9	Mb	2.01701E+11
2017	1	18	15	58	24	-56.4133	-150.6778	10	4.8	Mb	2.01701E+11
2017	1	18	18	1	0	32.776	-39.8678	10	4.9	Mb	2.01701E+11
2017	1	18	18	4	20	40.541	77.7424	10	4.6	Mb	2.01701E+11
2017	1	18	21	48	22	19.6503	10.6029	10	4.6	Mb	2.01701E+11
2017	1	18	23	18	0	4.1536	126.8383	24.88	4.6	Mb	2.01701E+11
2017	1	19	3	42	24	21.6263	120.0873	38.12	4.6	Mb	2.01701E+11
2017	1	19	10	15	59	-49.0063	127.52	10	5.3	Mw	2.01701E+11
2017	1	19	12	1	5	5.899	-76.1462	64.45	4.7	Mb	2.01701E+11
2017	1	19	14	16	31	-18.3182	169.2763	190.19	4.5	Mb	2.01701E+11
2017	1	19	15	2	3	-13.5619	166.2774	10	4.6	Mb	2.01701E+11
2017	1	19	16	53	16	-18.1922	-13.6638	10	5	Mb	2.01701E+11
2017	1	19	17	29	47	18.5331	145.6107	224.09	4.6	Mb	2.01701E+11
2017	1	19	19	59	35	19.8919	121.2862	10	4.8	Mb	2.01701E+11
2017	1	19	22	54	56	-8.1487	119.7368	179.93	4.9	Mb	2.01701E+11
2017	1	19	23	4	21	-10.3506	161.3355	36	6.5	Mw	2.01701E+11
2017	1	19	23	30	31	-10.401	161.303	47.14	4.7	Mb	2.01701E+11
2017	1	19	23	52	9	-9.5933	162.0386	81.67	4.5	Mb	2.01701E+11
2017	1	20	1	34	39	-58.6596	-25.2366	10	4.8	Mb	2.01701E+11
2017	1	20	2	20	5	-10.3454	161.2778	38.39	4.6	Mb	2.01701E+11
2017	1	20	3	32	53	-36.4023	-97.1616	10	4.9	Mb	2.01701E+11
2017	1	20	3	43	59	8.8754	126.6963	57.61	4.9	Mb	2.01701E+11
2017	1	20	3	47	43	26.7067	66.1461	10	4.5	Mb	2.01701E+11
2017	1	20	9	54	7	38.2779	76.7283	43.4	5.3	Mb	2.01701E+11
2017	1	20	14	6	27	-15.4203	-178.7377	417.01	4.5	Mb	2.01701E+11
2017	1	20	17	36	9	-17.2412	-174.0689	109.92	5.1	Mb	2.01701E+11
2017	1	20	19	3	43	-4.8035	155.0869	22.61	4.5	Mb	2.01701E+11
2017	1	20	20	2	33	-20.6253	-177.717	553.66	4.6	Mb	2.01701E+11
2017	1	20	21	4	45	-55.4946	-29.8423	10	4.6	Mb	2.01701E+11
2017	1	20	22	58	33	29.6722	51.4838	10	4.5	Mb	2.01701E+11
2017	1	21	1	52	33	-5.401	152.2795	43.03	5.2	Mb	2.01701E+11
2017	1	21	5	16	32	2.8266	128.2084	46.85	5.6	Mw	2.01701E+11
2017	1	21	6	30	49	-6.1195	130.3343	118.04	5	Mb	2.01701E+11
2017	1	21	8	23	17	29.2091	56.5135	54.21	4.5	Mb	2.01701E+11
2017	1	21	9	30	39	-33.8004	-68.6259	21.87	4.5	Mw	2.01701E+11
2017	1	21	11	54	33	40.6446	142.4026	38.71	4.8	Mb	2.01701E+11
2017	1	21	14	9	1	-58.5223	-25.0174	10	4.6	Mb	2.01701E+11
2017	1	21	15	34	18	11.4261	125.4548	91.99	4.5	Mb	2.01701E+11
2017	1	21	17	53	32	-33.0609	-177.6883	10	5	Mb	2.01701E+11
2017	1	21	18	11	7	41.1479	142.3546	56.69	4.8	Mb	2.01701E+11
2017	1	21	19	19	44	-54.4087	-30.0215	10	4.6	Mb	2.01701E+11
2017	1	21	19	52	31	-15.6046	-172.9699	36.83	5	Mb	2.01701E+11
2017	1	21	20	3	55	-4.2536	152.7916	25.35	4.9	Mb	2.01701E+11
2017	1	21	20	46	56	-20.7463	-175.2191	78.79	4.6	Mb	2.01701E+11
2017	1	21	21	44	44	-5.5382	151.893	55.44	4.5	Mb	2.01701E+11
2017	1	21	21	49	58	-57.9513	-23.9124	10	4.5	Mb	2.01701E+11
2017	1	22	2	50	38	-31.6085	-68.9713	114.59	4.7	Mb	2.01701E+11
2017	1	22	4	30	23	-6.2145	155.1442	135	7.9	Mw	2.01701E+11
2017	1	22	4	44	53	-6.7363	153.6022	10	5.6	Mb	2.01701E+11
2017	1	22	5	15	1	-6.0047	154.9363	165.33	4.5	Mb	2.01701E+11
2017	1	22	5	37	40	-5.867	154.6655	139.49	4.6	Mb	2.01701E+11
2017	1	22	6	13	58	-5.8867	155.1656	181.74	4.5	Mb	2.01701E+11
2017	1	22	6	47	40	32.6188	49.708	21.97	4.7	Mb	2.01701E+11
2017	1	22	7	39	8	-41.2629	-83.4388	10	4.5	Mb	2.01701E+11
2017	1	22	7	44	24	-41.6648	-83.5843	10	5.3	Mb	2.01701E+11
2017	1	22	10	57	14	3.1665	126.8162	61.46	4.6	Mb	2.01701E+11
2017	1	22	11	42	44	1.8449	126.4789	47.16	4.7	Mb	2.01701E+11
2017	1	22	13	1	21	-5.17	134.327	27.81	4.5	Mb	2.01701E+11
2017	1	22	13	25	0	-7.558	158.19	50.42	4.5	Mb	2.01701E+11
2017	1	22	13	31	59	-5.8334	153.479	21.67	4.9	Mb	2.01701E+11
2017	1	22	13	47	11	-57.1008	147.7829	8.53	4.9	Mb	2.01701E+11
2017	1	22	14	44	33	-42.3048	84.559	10	4.8	Mb	2.01701E+11
2017	1	22	15	36	43	32.3472	141.6428	10	4.6	Mb	2.01701E+11
2017	1	22	17	14	57	-35.4154	-99.4003	10	5.1	Mb	2.01701E+11
2017	1	22	19	3	4	-51.0687	139.2064	10	4.6	Mb	2.01701E+11
2017	1	22	19	49	29	3.1131	126.8698	58.07	4.6	Mb	2.01701E+11
2017	1	22	20	27	13	-4.639	152.4946	72.8	4.5	Mb	2.01701E+11
2017	1	22	21	0	16	-37.9523	177.7879	63.51	5	Mw	2.01701E+11
2017	1	23	1	0	29	-10.7327	162.0146	31.18	4.5	Mb	2.01701E+11
2017	1	23	1	40	52	40.1929	71.9592	20.81	4.5	Mb	2.01701E+11
2017	1	23	4	33	6	-6.0458	150.9461	10	4.5	Mb	2.01701E+11
2017	1	23	4	33	38	-6.1761	151.0287	10	4.6	Mb	2.01701E+11
2017	1	23	4	56	55	-6.48	-11.8804	10	4.6	Mb	2.01701E+11
2017	1	23	6	12	15	-8.7535	105.8043	30.64	4.7	Mb	2.01701E+11
2017	1	23	7	13	41	-48.9127	31.1489	10	5.1	Mb	2.01701E+11
2017	1	23	10	17	14	33.6884	-37.8421	10	5.1	Mb	2.01701E+11
2017	1	23	11	15	53	29.0978	68.9654	23.64	4.5	Mb	2.01701E+11
2017	1	23	11	21	57	-30.6861	-71.2092	48.84	4.5	Mb	2.01701E+11
2017	1	23	12	3	13	-10.8311	161.365	35.81	4.7	Mb	2.01701E+11
2017	1	23	14	52	36	49.6802	156.2206	40.51	4.5	Mb	2.01701E+11
2017	1	23	16	36	11	-56.7385	-150.8658	10	4.7	Mb	2.01701E+11
2017	1	23	18	4	48	-17.9163	-178.44	581.47	4.8	Mb	2.01701E+11
2017	1	23	18	6	25	-18.1165	-178.4057	564.21	4.6	Mb	2.01701E+11
2017	1	23	19	49	6	-60.2807	-25.9154	10	4.8	Mb	2.01701E+11
2017	1	23	20	48	17	2.8201	95.5618	31.54	4.6	Mb	2.01701E+11
2017	1	23	20	48	40	2.7983	95.4071	29.08	4.9	Mb	2.01701E+11
2017	1	23	21	52	20	-35.6153	179.5802	45.03	4.7	Mb	2.01701E+11
2017	1	24	0	33	3	17.8275	147.1336	35	4.5	Mb	2.01701E+11
2017	1	24	0	47	9	-7.4836	128.2296	145.98	4.7	Mb	2.01701E+11
2017	1	24	0	52	44	-7.3503	130.4701	58.32	4.6	Mb	2.01701E+11
2017	1	24	2	38	41	-55.1021	-31.4182	32.46	5	Mb	2.01701E+11
2017	1	24	3	47	9	-6.0562	148.9151	77.65	5.1	Mb	2.01701E+11
2017	1	24	9	38	33	12.0661	146.2653	18.83	5.5	Mb	2.01701E+11
2017	1	24	13	12	9	40.3769	143.1249	24.91	4.7	Mb	2.01701E+11
2017	1	24	16	17	51	-19.1827	169.4405	241.11	5.1	Mb	2.01701E+11
2017	1	24	17	8	10	-56.2125	-150.6581	10	4.7	Mb	2.01701E+11
2017	1	24	18	42	2	38.4034	76.7229	44.4	4.5	Mb	2.01701E+11
2017	1	24	18	52	8	6.8431	126.9001	78.94	4.5	Mb	2.01701E+11
2017	1	24	20	37	59	-6.0937	154.1673	35	5.2	Mb	2.01701E+11
2017	1	25	1	10	7	-12.296	166.1805	10	4.7	Mb	2.01701E+11
2017	1	25	1	21	30	-15.6583	167.8026	128.57	4.6	Mb	2.01701E+11
2017	1	25	5	41	42	28.5733	56.8983	10	4.9	Mb	2.01701E+11
2017	1	25	6	4	2	47.4813	-27.3868	10	4.5	Mb	2.01701E+11
2017	1	25	6	15	39	1.3326	127.1836	146.22	4.5	Mb	2.01701E+11
2017	1	25	7	3	0	-31.6075	-178.3067	102.11	4.9	Mb	2.01701E+11
2017	1	25	7	33	0	24.1817	122.0675	10	4.6	Mb	2.01701E+11
2017	1	25	10	0	13	31.3175	141.705	10	4.5	Mb	2.01701E+11
2017	1	25	10	21	26	-10.3949	161.1073	47.77	5.1	Mb	2.01701E+11
2017	1	25	10	56	16	-10.3758	161.0127	49.49	4.5	Mb	2.01701E+11
2017	1	25	12	56	12	-5.0213	152.4116	53.36	4.5	Mb	2.01701E+11
2017	1	25	13	7	44	-3.2768	146.1664	10	4.5	Mb	2.01701E+11
2017	1	25	13	48	59	-5.7673	133.7771	10	5.2	Mb	2.01701E+11
2017	1	25	18	31	32	45.7226	151.3259	73.95	4.8	Mb	2.01701E+11
2017	1	25	18	50	52	35.3583	26.4196	56.63	5.2	Mw	2.01701E+11
2017	1	25	20	54	38	17.7541	-94.5589	160.1	5	Mb	2.01701E+11
2017	1	25	21	47	45	-59.3659	-26.8828	10	4.5	Mb	2.01701E+11
2017	1	26	0	44	25	37.3601	72.1364	224.37	4.5	Mb	2.01701E+11
2017	1	26	8	6	30	40.2435	142.434	42.4	5.1	Mw	2.01701E+11
2017	1	26	13	50	40	-0.2946	97.0848	26.67	4.7	Mb	2.01701E+11
2017	1	26	14	26	14	62.0083	-152.3898	141.9	4.5	Mb	2.01701E+11
2017	1	26	15	14	42	63.6357	-19.1589	10	4.5	Mb	2.01701E+11
2017	1	26	16	32	46	53.9175	-163.8614	27.26	4.5	Mb	2.01701E+11
2017	1	26	16	34	0	-1.0942	136.5766	29.68	4.7	Mb	2.01701E+11
2017	1	26	17	50	15	-7.6364	107.0596	88.74	4.5	Mb	2.01701E+11
2017	1	26	17	55	42	-13.281	167.4235	200	4.5	Mb	2.01701E+11
2017	1	26	18	24	45	35.1959	141.2299	35.8	4.6	Mb	2.01701E+11
2017	1	26	19	9	3	3.7805	128.6071	10	4.5	Mb	2.01701E+11
2017	1	26	21	49	21	-0.1163	-18.6235	10	5	Mb	2.01701E+11
2017	1	26	22	55	8	13.5776	120.4737	61.42	4.5	Mb	2.01701E+11
2017	1	26	23	55	39	46.9697	152.8835	58.62	4.5	Mb	2.01701E+11
2017	1	27	7	26	39	-31.017	-71.4956	56.06	4.7	Mb	2.01701E+11
2017	1	27	7	40	53	36.4309	71.2933	82.93	4.8	Mb	2.01701E+11
2017	1	27	11	29	18	1.0768	125.9757	101.28	4.6	Mb	2.01701E+11
2017	1	27	13	23	31	-22.4794	-68.5096	92.6	4.9	Mw	2.01701E+11
2017	1	27	13	49	18	-23.2145	-178.5188	353.25	4.8	Mb	2.01701E+11
2017	1	27	14	29	23	-31.481	-69.0424	114.4	4.6	Mb	2.01701E+11
2017	1	27	14	58	10	2.1093	127.3261	70.34	5	Mb	2.01701E+11
2017	1	27	16	11	49	-56.6557	-150.5995	10	4.8	Mb	2.01701E+11
2017	1	27	16	29	23	7.671	38.6682	10	5.3	Mw	2.01701E+11
2017	1	27	17	7	56	40.833	19.8641	5	4.6	Mb	2.01701E+11
2017	1	27	18	46	36	28.1832	104.8275	32.24	5.3	Mb	2.01701E+11
2017	1	27	18	49	28	59.4907	-30.4297	10	4.5	Mb	2.01701E+11
2017	1	27	19	55	20	59.5423	-30.2119	8.14	4.6	Mb	2.01701E+11
2017	1	27	20	11	22	59.565	-30.408	10	4.7	Mb	2.01701E+11
2017	1	27	20	43	46	-18.2202	-172.4912	10	4.9	Mb	2.01701E+11
2017	1	27	20	51	27	36.0062	28.7487	20.41	4.8	Mw	2.01701E+11
2017	1	27	21	5	33	-7.0206	150.9334	24.77	4.7	Mb	2.01701E+11
2017	1	27	22	51	44	59.2377	-30.3568	10	4.7	Mb	2.01701E+11
2017	1	28	0	41	11	-10.3247	161.4267	47.57	4.6	Mb	2.01701E+11
2017	1	28	1	8	36	13.6951	-91.8668	10	4.7	Mb	2.01701E+11
2017	1	28	1	27	29	-19.961	-70.0363	51.76	4.9	Mw	2.01701E+11
2017	1	28	1	43	29	-5.9446	154.7493	166.27	4.6	Mb	2.01701E+11
2017	1	28	3	21	23	-56.9016	-139.7888	10	4.9	Mb	2.01701E+11
2017	1	28	4	14	35	-5.6265	151.765	10	5.3	Mb	2.01701E+11
2017	1	28	4	40	34	-2.8183	128.9428	36.47	4.6	Mb	2.01701E+11
2017	1	28	5	58	0	-5.9874	154.8186	169.82	4.6	Mb	2.01701E+11
2017	1	28	6	42	32	-9.3512	-79.0025	50.16	5.3	Mw	2.01701E+11
2017	1	28	9	4	20	-32.6324	-178.8894	21.03	4.5	Mb	2.01701E+11
2017	1	28	9	24	55	-5.5962	151.8366	27.41	5.2	Mw	2.01701E+11
2017	1	28	9	28	33	-9.7638	112.9653	37.62	4.7	Mb	2.01701E+11
2017	1	28	11	39	42	-14.5491	-76.3968	29.31	4.6	Mb	2.01701E+11
2017	1	28	13	39	1	-26.5747	-70.9425	78.41	4.6	Mb	2.01701E+11
2017	1	28	13	40	29	39.777	140.7051	146.79	4.9	Mw	2.01701E+11
2017	1	28	17	0	16	-21.6831	-179.0379	584.96	4.5	Mb	2.01701E+11
2017	1	28	17	32	37	68.2403	-17.9397	10.93	4.6	Mb	2.01701E+11
2017	1	28	18	28	1	40.2294	142.2278	50.89	4.6	Mb	2.01701E+11
2017	1	28	18	38	34	-19.1609	65.0232	15.45	4.5	Mb	2.01701E+11
2017	1	28	18	53	52	-19.0251	65.3486	14.94	4.5	Mb	2.01701E+11
2017	1	28	19	31	42	-62.0956	155.1969	10	4.7	Mb	2.01701E+11
2017	1	28	22	32	56	-15.229	-173.0727	38	5.4	Mw	2.01701E+11
2017	1	28	23	12	4	-4.6443	153.119	60.91	5	Mb	2.01701E+11
2017	1	29	0	7	10	-23.4299	-179.7223	518.52	4.5	Mb	2.01701E+11
2017	1	29	0	55	30	-30.673	-13.4078	10	4.9	Mb	2.01701E+11
2017	1	29	8	3	20	-50.3565	135.2792	10	4.9	Mb	2.01701E+11
2017	1	29	8	51	1	26.7669	65.9521	10	4.7	Mb	2.01701E+11
2017	1	29	8	55	26	36.1694	4.4969	10	4.6	Mb	2.01701E+11
2017	1	29	9	21	34	-5.4371	146.9502	199.2	4.6	Mb	2.01701E+11
2017	1	29	11	57	29	-9.4266	112.9103	62.99	4.8	Mb	2.01701E+11
2017	1	29	13	11	55	36.3114	22.0023	30.58	4.5	Mb	2.01701E+11
2017	1	29	13	47	42	12.6938	145.154	10	5	Mb	2.01701E+11
2017	1	29	14	59	52	-30.0938	-177.4531	18	5.9	Mw	2.01701E+11
2017	1	29	15	47	0	-30.3983	-68.6573	98.77	4.6	Mb	2.01701E+11
2017	1	29	16	42	28	-29.1976	61.2771	10	5.4	Mw	2.01701E+11
2017	1	29	17	38	50	-58.0391	-64.8793	10	5.4	Mb	2.01701E+11
2017	1	29	23	28	13	-55.0319	-31.2672	10	4.7	Mb	2.01701E+11
2017	1	29	23	35	39	19.2363	145.4504	185.92	4.8	Mb	2.01701E+11
2017	1	29	23	37	2	-55.3438	-31.9623	10	5	Mb	2.01701E+11
2017	1	30	0	56	51	-55.1778	-31.3578	10	4.5	Mb	2.01701E+11
2017	1	30	2	12	18	47.6681	152.5478	121.36	4.7	Mb	2.01701E+11
2017	1	30	2	43	56	9.935	126.0377	52.27	5.1	Mb	2.01701E+11
2017	1	30	6	1	18	-5.4828	151.7385	54.13	5	Mb	2.01701E+11
2017	1	30	11	46	47	-14.5215	-72.8956	70.76	4.7	Mb	2.01701E+11
2017	1	30	13	15	45	-1.7774	98.9988	10	4.7	Mb	2.01701E+11
2017	1	30	13	37	25	34.6006	-36.5911	10	5.2	Mb	2.01701E+11
2017	1	30	13	39	19	0.3693	123.9073	201.94	4.5	Mb	2.01701E+11
2017	1	30	13	53	25	-44.1394	168.679	10	4.9	Mb	2.01701E+11
2017	1	30	13	54	54	-4.2738	141.8575	75.27	4.6	Mb	2.01701E+11
2017	1	30	14	4	10	-11.8039	166.4591	57.97	5.1	Mb	2.01701E+11
2017	1	30	16	20	55	10.7955	-86.4173	10	4.7	Mb	2.01701E+11
2017	1	30	16	45	9	-42.7293	-83.6701	10	4.7	Mb	2.01701E+11
2017	1	30	16	46	30	-42.7247	-83.6343	10	4.5	Mb	2.01701E+11
2017	1	30	19	8	43	-48.867	124.6454	10	4.8	Mb	2.01701E+11
2017	1	30	19	31	1	10.7453	-86.4503	10	4.5	Mb	2.01701E+11
2017	1	30	22	13	22	-27.6749	65.2194	10	4.5	Mb	2.01701E+11
2017	1	30	22	25	34	5.0946	94.2243	47.18	4.5	Mb	2.01701E+11
2017	1	30	23	35	24	-14.7729	167.171	79	5.9	Mw	2.01701E+11
2017	1	31	0	55	2	34.6113	-36.4393	10	5.4	Mw	2.01701E+11
2017	1	31	0	55	2	34.6316	-36.5463	10	5.2	Mb	2.01701E+11
2017	1	31	9	20	26	-17.8487	-178.6514	533.94	4.5	Mb	2.01701E+11
2017	1	31	9	38	38	63.0705	-150.9059	116.5	5.4	Mb	2.01701E+11
2017	1	31	11	43	9	-40.1907	45.8091	10	4.8	Mb	2.01701E+11
2017	1	31	12	0	8	25.1615	127.092	10	4.6	Mb	2.01701E+11
2017	1	31	13	6	39	-29.467	-69.5894	121.24	4.5	Mb	2.01701E+11
2017	1	31	14	22	39	0.702	-79.6769	10	5.5	Mw	2.01701E+11
2017	1	31	15	55	57	-6.9967	125.4125	492.53	5.4	Mw	2.01701E+11
2017	1	31	17	25	47	-0.1487	125.0542	62.45	4.5	Mb	2.01701E+11
2017	1	31	18	43	1	38.2792	142.3718	17.2	4.6	Mb	2.01701E+11
2017	1	31	23	24	9	27.347	127.4308	113.87	4.7	Mb	2.01701E+11
2017	1	31	23	38	27	-3.2935	-76.8647	48.68	4.8	Mb	2.01701E+11
2017	2	1	0	18	26	6.7841	-72.9499	157.47	4.7	Mb	2.01702E+11
2017	2	1	10	7	44	30.7099	83.3452	10	5.1	Mb	2.01702E+11
2017	2	1	10	21	30	-42.3632	173.8553	23.75	4.9	Mb	2.01702E+11
2017	2	1	10	35	47	-15.6095	-70.3289	205.12	4.6	Mb	2.01702E+11
2017	2	1	11	38	30	-11.1797	-76.503	96.77	4.6	Mb	2.01702E+11
2017	2	1	13	48	55	-19.614	-175.8136	205.92	4.7	Mb	2.01702E+11
2017	2	1	16	16	54	-11.0227	162.0048	41.95	4.6	Mb	2.01702E+11
2017	2	1	16	46	50	-22.3093	-10.7313	10	4.6	Mb	2.01702E+11
2017	2	1	16	48	42	-6.3397	122.3394	10	4.7	Mb	2.01702E+11
2017	2	1	18	11	33	28.3605	129.9147	36.03	4.9	Mb	2.01702E+11
2017	2	1	22	23	8	-56.7262	-150.7812	10	4.9	Mb	2.01702E+11
2017	2	2	0	12	32	-17.1314	-174.169	117.14	4.7	Mb	2.01702E+11
2017	2	2	0	18	44	12.0989	141.0135	9	5.6	Mw	2.01702E+11
2017	2	2	0	34	33	28.1777	104.7993	33.37	4.6	Mb	2.01702E+11
2017	2	2	0	52	8	17.3755	-101.0742	10	4.8	Mb	2.01702E+11
2017	2	2	5	5	38	-38.0705	177.8298	64.97	5.2	Mb	2.01702E+11
2017	2	2	6	34	15	-5.8539	102.4137	41.35	4.7	Mb	2.01702E+11
2017	2	2	10	30	44	19.2536	145.5587	178.23	4.8	Mb	2.01702E+11
2017	2	2	11	18	36	-6.5417	115.6793	558.05	4.9	Mb	2.01702E+11
2017	2	2	15	34	23	-27.0751	-176.0459	10	4.9	Mb	2.01702E+11
2017	2	2	17	38	33	35.3486	140.4032	59.01	4.5	Mb	2.01702E+11
2017	2	2	23	36	0	-29.303	-111.2852	10	4.9	Mb	2.01702E+11
2017	2	3	0	52	26	-33.1005	-69.7345	10	5.1	Mw	2.01702E+11
2017	2	3	4	36	13	40.1745	70.8094	21.9	4.7	Mb	2.01702E+11
2017	2	3	5	13	23	-14.2983	166.741	38.71	4.9	Mb	2.01702E+11
2017	2	3	10	29	50	-8.2209	119.7032	173.5	5	Mb	2.01702E+11
2017	2	3	14	5	0	-11.3936	166.6145	133.62	4.7	Mb	2.01702E+11
2017	2	3	14	15	34	37.3693	141.3087	24.95	4.8	Mb	2.01702E+11
2017	2	3	14	28	7	17.885	-46.4543	10	4.7	Mb	2.01702E+11
2017	2	3	19	20	9	-9.2726	-108.4931	10	4.6	Mb	2.01702E+11
2017	2	3	19	54	22	15.0833	-60.529	39.27	5.8	Mw	2.01702E+11
2017	2	3	20	17	13	14.7653	-92.573	76.25	4.6	Mb	2.01702E+11
2017	2	3	23	15	2	-6.1184	154.471	35	4.6	Mb	2.01702E+11
2017	2	3	23	49	15	-4.2981	143.0383	64.64	4.5	Mb	2.01702E+11
2017	2	4	2	17	39	-2.5829	139.8533	41.69	4.7	Mb	2.01702E+11
2017	2	4	4	12	10	-10.3754	161.0728	35.34	4.7	Mb	2.01702E+11
2017	2	4	10	29	9	-40.3268	174.4234	93.47	4.6	Mb	2.01702E+11
2017	2	4	11	16	55	-23.8412	-179.8379	521.43	4.5	Mb	2.01702E+11
2017	2	4	12	21	23	-33.2067	-178.7665	70.55	4.6	Mb	2.01702E+11
2017	2	4	13	44	33	35.7411	81.7468	10	4.6	Mb	2.01702E+11
2017	2	4	18	2	35	5.7475	124.7237	53.85	4.8	Mb	2.01702E+11
2017	2	4	18	31	47	-16.0259	168.1214	169.45	4.9	Mb	2.01702E+11
2017	2	4	18	52	34	-23.3512	-175.3005	10	4.7	Mb	2.01702E+11
2017	2	4	19	17	8	-20.3324	-178.4609	580.01	4.7	Mb	2.01702E+11
2017	2	4	22	5	2	-30.2046	-177.5827	10	4.9	Mb	2.01702E+11
2017	2	5	7	11	21	-36.924	-96.0016	10	5.2	Mb	2.01702E+11
2017	2	5	9	35	58	-45.4707	166.3252	10.17	4.8	Mb	2.01702E+11
2017	2	5	9	54	41	-5.0291	39.2566	14.98	4.5	Mb	2.01702E+11
2017	2	5	11	5	34	-42.7363	172.7954	24.52	4.5	Mb	2.01702E+11
2017	2	5	11	14	13	0.2861	121.9483	195.54	4.6	Mb	2.01702E+11
2017	2	5	13	46	26	39.258	54.8155	10	5.2	Mb	2.01702E+11
