year	month	day	hour	min	sec	latitude	longitude	depth	magnitude	magtype	eventID
2017	2	5	15	59	9	39.2982	54.7342	10	5	Mb	2.01702E+11
2017	2	5	18	58	34	-21.2041	-68.8944	132.55	4.6	Mb	2.01702E+11
2017	2	5	19	47	28	39.375	54.8746	10	4.5	Mb	2.01702E+11
2017	2	6	1	26	48	29.1343	130.1049	44.91	4.5	Mb	2.01702E+11
2017	2	6	2	27	28	38.5013	141.7799	54.49	4.5	Mb	2.01702E+11
2017	2	6	3	51	41	39.5961	26.0745	10	5.3	Mw	2.01702E+11
2017	2	6	5	24	40	32.0412	83.9725	10	4.5	Mb	2.01702E+11
2017	2	6	8	3	8	-20.9033	-68.944	92.58	4.8	Mw	2.01702E+11
2017	2	6	10	58	3	39.5828	26.1023	8.87	5.4	Mb	2.01702E+11
2017	2	6	11	45	2	39.5394	26.1373	10	4.9	Mb	2.01702E+11
2017	2	6	11	58	7	33.6378	142.4697	16.87	5	Mb	2.01702E+11
2017	2	6	12	42	40	1.0368	123.8324	232.37	4.8	Mb	2.01702E+11
2017	2	6	12	54	32	39.3041	54.8382	8.54	4.6	Mb	2.01702E+11
2017	2	6	13	2	45	3.4494	-74.6707	37.88	5.5	Mw	2.01702E+11
2017	2	6	13	23	55	-56.9535	-150.4258	10	5.2	Mb	2.01702E+11
2017	2	6	13	46	35	40.4762	50.6267	35	4.6	Mb	2.01702E+11
2017	2	6	13	49	35	5.4727	61.3413	10	4.6	Mb	2.01702E+11
2017	2	6	14	53	11	-10.9077	165.9309	77.29	4.8	Mb	2.01702E+11
2017	2	6	15	43	8	-37.4336	178.5577	39.8	5	Mb	2.01702E+11
2017	2	6	17	3	7	30.6544	79.1645	16.05	5.1	Mw	2.01702E+11
2017	2	6	18	23	23	-56.9594	-150.6163	10	5.3	Mw	2.01702E+11
2017	2	6	21	18	10	-4.7364	152.7695	54.87	4.6	Mb	2.01702E+11
2017	2	6	22	4	42	-19.2254	176.454	28.42	4.6	Mb	2.01702E+11
2017	2	6	22	46	30	-19.0041	176.2745	10	5.1	Mb	2.01702E+11
2017	2	7	2	24	4	39.5234	26.0797	6.77	5.3	Mw	2.01702E+11
2017	2	7	3	17	29	-29.6686	-72.0247	19.57	4.8	Mb	2.01702E+11
2017	2	7	7	21	31	31.2881	131.6849	21.89	4.5	Mb	2.01702E+11
2017	2	7	8	21	6	18.8798	121.0238	46.56	4.5	Mb	2.01702E+11
2017	2	7	8	47	34	-9.7091	107.1985	40.53	4.6	Mb	2.01702E+11
2017	2	7	12	23	24	-21.7997	-179.399	589.03	4.9	Mb	2.01702E+11
2017	2	7	14	26	39	-56.3917	-25.8834	10	5.1	Mb	2.01702E+11
2017	2	7	17	21	47	-8.4287	113.1306	140.72	5.2	Mb	2.01702E+11
2017	2	7	21	0	54	39.5687	26.1652	6.1	4.5	Mb	2.01702E+11
2017	2	7	22	3	56	25.2011	63.2577	24.05	6.3	Mw	2.01702E+11
2017	2	7	23	7	24	-16.1915	-172.9972	36.14	4.6	Mb	2.01702E+11
2017	2	8	0	6	23	37.2855	141.4211	22.52	4.5	Mb	2.01702E+11
2017	2	8	0	6	44	-18.0655	-178.4127	623.85	5.1	Mb	2.01702E+11
2017	2	8	1	38	4	39.544	26.1724	10	4.5	Mw	2.01702E+11
2017	2	8	8	14	57	-7.3174	129.3991	133.28	4.8	Mb	2.01702E+11
2017	2	8	8	34	19	-7.5217	106.9927	84.7	5	Mb	2.01702E+11
2017	2	8	10	51	30	-2.8081	139.0982	44.13	4.9	Mb	2.01702E+11
2017	2	8	11	2	37	25.1249	63.3072	10	5.2	Mb	2.01702E+11
2017	2	8	11	11	42	27.3044	103.4285	10	4.9	Mb	2.01702E+11
2017	2	8	13	26	28	-20.9744	169.6293	82.6	4.5	Mb	2.01702E+11
2017	2	8	13	44	32	-41.6932	-83.8123	10	5.2	Mw	2.01702E+11
2017	2	8	14	7	32	45.1975	150.1312	58.21	4.6	Mb	2.01702E+11
2017	2	8	15	8	21	45.5187	26.2594	127.01	4.7	Mb	2.01702E+11
2017	2	8	17	16	6	-23.3487	179.7226	535.23	4.5	Mb	2.01702E+11
2017	2	8	20	46	17	22.5372	94.7713	121	4.5	Mb	2.01702E+11
2017	2	8	21	23	10	-57.0808	-25.0868	10	4.7	Mb	2.01702E+11
2017	2	8	21	32	21	0.0782	126.1915	30.41	4.7	Mb	2.01702E+11
2017	2	9	0	50	30	-15.0875	-74.0037	69.13	4.8	Mw	2.01702E+11
2017	2	9	2	21	53	-2.3066	140.7876	35	5.1	Mb	2.01702E+11
2017	2	9	8	31	42	-16.5118	67.7482	10	5	Mb	2.01702E+11
2017	2	9	17	53	20	-9.4376	-79.256	35	4.6	Mb	2.01702E+11
2017	2	9	18	0	8	3.3033	98.4167	11.85	4.5	Mb	2.01702E+11
2017	2	9	19	10	11	-56.9812	-150.743	10	5.2	Mb	2.01702E+11
2017	2	9	22	14	57	16.8421	-85.8066	10	4.5	Mw	2.01702E+11
2017	2	10	2	58	55	-17.8301	-12.9038	10	5.3	Mb	2.01702E+11
2017	2	10	4	49	2	36.0949	70.4511	115.93	4.6	Mb	2.01702E+11
2017	2	10	7	18	26	-21.1055	-175.1961	38.54	5.2	Mb	2.01702E+11
2017	2	10	8	30	38	-10.3527	161.4364	54.06	4.9	Mb	2.01702E+11
2017	2	10	8	45	6	-29.7725	-66.7322	37.85	4.5	Mb	2.01702E+11
2017	2	10	8	55	27	39.5591	26.2027	7.02	4.5	Mw	2.01702E+11
2017	2	10	11	57	3	-14.7009	-77.3749	10	4.5	Mb	2.01702E+11
2017	2	10	13	2	0	-16.7549	-177.5078	94.08	4.6	Mb	2.01702E+11
2017	2	10	14	3	44	9.9226	125.4607	15	6.5	Mw	2.01702E+11
2017	2	10	15	1	50	74.3368	-92.4872	15.85	5.2	Mb	2.01702E+11
2017	2	10	16	43	38	-17.8742	35.5447	10	5.2	Mb	2.01702E+11
2017	2	10	17	12	53	22.8247	120.2282	15.74	5.3	Mw	2.01702E+11
2017	2	10	18	28	3	-0.1755	123.024	78.9	5	Mw	2.01702E+11
2017	2	10	19	10	18	-6.1687	149.79	76.64	5.1	Mb	2.01702E+11
2017	2	10	21	5	27	37.2748	141.7038	6.78	5.2	Mw	2.01702E+11
2017	2	10	22	59	18	-18.0944	167.6901	10	4.5	Mw	2.01702E+11
2017	2	10	23	26	3	1.5944	127.4503	139.75	4.7	Mb	2.01702E+11
2017	2	11	4	28	0	-57.0938	-150.6143	10	5.4	Mb	2.01702E+11
2017	2	11	4	53	22	-2.5116	138.2934	43.68	4.7	Mb	2.01702E+11
2017	2	11	7	15	35	-31.7761	-69.006	109.38	4.9	Mb	2.01702E+11
2017	2	11	7	31	47	-44.6206	-80.501	10	4.5	Mb	2.01702E+11
2017	2	11	7	33	13	-5.6898	153.626	32.43	4.9	Mb	2.01702E+11
2017	2	11	9	11	6	9.8341	125.5406	52.84	4.8	Mb	2.01702E+11
2017	2	11	9	38	45	-18.9926	169.315	201.45	4.5	Mb	2.01702E+11
2017	2	11	11	15	57	-23.7544	-179.9039	496.96	5	Mb	2.01702E+11
2017	2	11	20	18	54	-42.6733	172.7458	15.68	5	Mb	2.01702E+11
2017	2	11	20	40	16	9.0583	126.4025	50.11	4.9	Mb	2.01702E+11
2017	2	11	22	53	20	-3.6026	151.2189	10	5.1	Mb	2.01702E+11
2017	2	12	0	14	42	-6.4938	104.3074	38.6	4.5	Mb	2.01702E+11
2017	2	12	0	20	40	-4.8813	102.9002	61.57	4.6	Mb	2.01702E+11
2017	2	12	3	1	34	9.8456	125.5279	36.73	4.6	Mb	2.01702E+11
2017	2	12	3	10	57	-3.8209	145.9694	31.15	4.5	Mb	2.01702E+11
2017	2	12	3	47	40	49.3291	-129.3702	10	4.7	Mw	2.01702E+11
2017	2	12	4	1	34	-56.3841	-27.0582	74.15	5.1	Mb	2.01702E+11
2017	2	12	4	25	11	-9.3531	115.7353	60.51	4.6	Mb	2.01702E+11
2017	2	12	6	42	41	-9.5378	111.994	24.73	4.9	Mb	2.01702E+11
2017	2	12	9	16	56	-4.2215	153.0605	32.7	4.9	Mb	2.01702E+11
2017	2	12	9	32	27	12.2926	-72.9907	7.37	5.2	Mw	2.01702E+11
2017	2	12	9	32	33	-2.2442	139.011	48.61	5.1	Mb	2.01702E+11
2017	2	12	9	39	9	-10.7642	161.5148	36.48	4.8	Mb	2.01702E+11
2017	2	12	10	57	50	13.1926	143.946	139.46	4.6	Mb	2.01702E+11
2017	2	12	11	58	1	-5.5415	145.3955	94.23	4.9	Mb	2.01702E+11
2017	2	12	13	36	56	40.2243	142.2911	53.91	5	Mb	2.01702E+11
2017	2	12	13	48	16	39.6001	26.0922	3.28	5.2	Mw	2.01702E+11
2017	2	12	16	21	10	-27.8558	-71.4081	7.43	4.9	Mw	2.01702E+11
2017	2	12	18	14	48	-2.4834	127.7058	42.75	4.5	Mb	2.01702E+11
2017	2	12	19	53	26	13.0688	144.7608	57.12	4.6	Mb	2.01702E+11
2017	2	12	23	42	36	-6.3622	153.8136	10	4.6	Mb	2.01702E+11
2017	2	13	3	8	35	-8.0834	117.7117	215.2	5.2	Mb	2.01702E+11
2017	2	13	4	55	42	-4.2308	137.4992	139.98	4.7	Mb	2.01702E+11
2017	2	13	5	31	16	-21.829	-65.5276	300.14	4.5	Mb	2.01702E+11
2017	2	13	7	17	13	62.5615	-142.7555	0	5.3	Mw	2.01702E+11
2017	2	13	7	29	34	17.3413	-99.5929	56.66	4.8	Mb	2.01702E+11
2017	2	13	8	12	46	-7.7239	108.1919	93.41	4.7	Mb	2.01702E+11
2017	2	13	11	14	46	9.6874	125.4423	58.51	4.6	Mb	2.01702E+11
2017	2	13	12	27	24	-25.1677	179.4399	569.37	4.5	Mb	2.01702E+11
2017	2	13	12	31	55	-15.6941	-177.3914	387.56	5.1	Mb	2.01702E+11
2017	2	13	14	35	14	-23.4965	179.4256	549.46	4.6	Mb	2.01702E+11
2017	2	13	15	12	50	-20.9713	-178.4398	532.77	4.7	Mb	2.01702E+11
2017	2	13	17	11	17	3.3738	98.4963	7.14	4.7	Mb	2.01702E+11
2017	2	13	19	14	46	9.8585	125.5898	24.69	4.7	Mb	2.01702E+11
2017	2	13	19	18	56	41.9587	142.3516	64.24	4.6	Mb	2.01702E+11
2017	2	13	20	4	3	9.8233	125.4487	42.91	5	Mb	2.01702E+11
2017	2	13	20	35	58	3.3587	98.5684	10	4.9	Mb	2.01702E+11
2017	2	13	20	41	27	15.8715	-93.8237	94.81	4.7	Mb	2.01702E+11
2017	2	13	23	0	43	-20.16	-177.5531	386.48	4.5	Mb	2.01702E+11
2017	2	14	1	51	41	36.5034	70.9444	153.78	4.8	Mb	2.01702E+11
2017	2	14	9	38	32	-23.8851	-66.6723	180.58	5.2	Mb	2.01702E+11
2017	2	14	16	26	20	23.1982	125.0832	10	5	Mb	2.01702E+11
2017	2	14	16	43	39	45.3693	148.5231	126.54	4.6	Mb	2.01702E+11
2017	2	14	18	49	55	-2.9873	129.7605	40.65	4.6	Mb	2.01702E+11
2017	2	14	20	47	26	3.7159	126.7559	72.94	4.9	Mb	2.01702E+11
2017	2	14	22	19	57	-5.834	154.627	85.24	5.1	Mb	2.01702E+11
2017	2	15	1	34	21	0.7857	-28.3202	10	4.9	Mb	2.01702E+11
2017	2	15	2	47	38	12.2146	-88.2072	35	4.8	Mb	2.01702E+11
2017	2	15	3	5	34	-56.0813	-26.6237	71.48	5.2	Mb	2.01702E+11
2017	2	15	4	12	13	-1.3867	-80.506	37.43	4.5	Mb	2.01702E+11
2017	2	15	7	50	28	38.186	72.8313	117.52	4.7	Mb	2.01702E+11
2017	2	15	14	7	29	3.9167	126.8883	40.81	5.1	Mb	2.01702E+11
2017	2	15	15	28	17	52.369	-173.4301	95.79	4.5	Mb	2.01702E+11
2017	2	15	15	51	49	-33.2251	-69.5936	11.38	4.6	Mb	2.01702E+11
2017	2	15	17	33	23	0.4846	99.7389	150.76	4.5	Mb	2.01702E+11
2017	2	15	17	58	15	-59.3725	149.2253	10	4.8	Mb	2.01702E+11
2017	2	15	18	53	39	-7.5095	107.4089	76.51	5	Mb	2.01702E+11
2017	2	15	19	26	12	-4.4562	152.9494	81.94	4.6	Mb	2.01702E+11
2017	2	15	19	41	1	37.202	135.2534	366.79	4.5	Mb	2.01702E+11
2017	2	15	19	47	9	5.2519	96.1207	20.28	5.6	Mb	2.01702E+11
2017	2	15	19	53	31	5.2353	96.1729	28.75	5	Mb	2.01702E+11
2017	2	15	23	1	22	34.7562	24.9234	10	4.6	Mb	2.01702E+11
2017	2	16	0	19	1	39.5045	26.1224	10	4.8	Mb	2.01702E+11
2017	2	16	0	19	20	-30.052	-71.3736	45.65	4.5	Mb	2.01702E+11
2017	2	16	5	38	35	-17.8388	-13.7543	10	5	Mb	2.01702E+11
2017	2	16	7	2	6	-30.1647	-72.0713	10	5.2	Mw	2.01702E+11
2017	2	16	10	36	9	-7.1634	-80.64	40.17	4.8	Mb	2.01702E+11
2017	2	16	12	10	1	-20.6938	-178.5661	586.96	5.1	Mb	2.01702E+11
2017	2	16	12	51	55	18.7828	-69.3977	105.91	4.6	Mb	2.01702E+11
2017	2	16	13	33	42	14.4957	-90.5518	197.27	4.9	Mb	2.01702E+11
2017	2	16	18	39	47	-35.8397	-73.6786	23.38	4.6	Mw	2.01702E+11
2017	2	16	19	39	19	-35.8204	-73.8069	18.93	4.5	Mb	2.01702E+11
2017	2	16	19	53	54	-16.3014	-174.1206	94.97	4.9	Mb	2.01702E+11
2017	2	16	21	44	5	18.7358	145.1448	345.62	5	Mb	2.01702E+11
2017	2	16	21	48	30	13.5357	-91.4545	35	4.5	Mb	2.01702E+11
2017	2	16	21	59	2	-19.2135	169.2781	141.58	4.6	Mb	2.01702E+11
2017	2	16	22	51	12	-3.0824	146.3165	10	4.5	Mb	2.01702E+11
2017	2	17	1	18	5	25.1201	125.1252	18.97	4.7	Mb	2.01702E+11
2017	2	17	5	4	33	4.5797	96.5593	45.34	4.6	Mb	2.01702E+11
2017	2	17	9	17	52	-23.4664	-70.5704	61.95	4.5	Mw	2.01702E+11
2017	2	17	9	18	30	9.8335	125.3807	35.26	4.7	Mb	2.01702E+11
2017	2	17	11	21	32	-2.4622	140.0246	40.6	5.3	Mb	2.01702E+11
2017	2	17	14	5	41	-10.4106	161.1989	80.22	4.7	Mb	2.01702E+11
2017	2	17	15	33	30	20.0655	-156.018	8.76	4.5	Mb	2.01702E+11
2017	2	17	17	45	48	14.458	144.2362	388.82	4.7	Mb	2.01702E+11
2017	2	17	18	7	14	45.9025	150.3915	98.79	4.5	Mb	2.01702E+11
2017	2	17	19	31	36	-13.4654	-111.8528	10	4.7	Mb	2.01702E+11
2017	2	17	21	33	15	3.8032	126.7453	66.27	4.8	Mb	2.01702E+11
2017	2	18	2	43	30	-35.6275	-102.9182	10	4.8	Mb	2.01702E+11
2017	2	18	12	10	15	-23.92	-66.6885	200.59	6.3	Mw	2.01702E+11
2017	2	18	12	43	33	-23.9819	-66.7748	197.78	4.6	Mb	2.01702E+11
2017	2	18	22	22	57	13.4381	145.9238	14.51	5.1	Mb	2.01702E+11
2017	2	18	23	31	19	13.9326	-91.9443	35	4.5	Mb	2.01702E+11
2017	2	19	4	3	34	-37.5527	-73.6885	10	4.7	Mb	2.01702E+11
2017	2	19	7	5	55	-24.6387	179.4727	541.33	4.5	Mb	2.01702E+11
2017	2	19	9	19	31	35.6325	140.806	39.43	5.5	Mb	2.01702E+11
2017	2	19	9	37	24	-37.5495	-73.8805	17.79	4.6	Mb	2.01702E+11
2017	2	19	10	42	8	13.769	147.5243	10	5.1	Mb	2.01702E+11
2017	2	19	11	2	20	-15.78	-179.6686	10	4.9	Mb	2.01702E+11
2017	2	19	15	14	7	-6.4034	104.6505	44.71	5.1	Mb	2.01702E+11
2017	2	19	15	39	42	-7.837	107.9214	67.14	4.7	Mb	2.01702E+11
2017	2	19	15	49	19	-37.4509	-74.0305	19.57	4.5	Mw	2.01702E+11
2017	2	19	17	7	17	-19.3169	-177.333	580.57	4.5	Mb	2.01702E+11
2017	2	19	19	7	26	-37.4792	-73.8972	18.39	4.7	Mb	2.01702E+11
2017	2	19	19	10	2	-6.4578	152.5015	10	4.9	Mb	2.01702E+11
2017	2	20	1	16	7	-42.7153	172.7402	17.71	4.5	Mw	2.01702E+11
2017	2	20	3	56	48	-11.6046	166.2386	64.78	4.9	Mb	2.01702E+11
2017	2	20	5	18	11	-21.4938	-178.8169	533.33	4.5	Mb	2.01702E+11
2017	2	20	6	10	37	2.3783	95.2852	25.5	5	Mb	2.01702E+11
2017	2	20	7	45	10	-5.2197	-74.9708	10	5.4	Mb	2.01702E+11
2017	2	20	7	53	6	-37.595	178.8068	32.16	4.9	Mb	2.01702E+11
2017	2	20	14	59	7	-5.0203	153.5874	57.29	5	Mb	2.01702E+11
2017	2	20	19	25	19	55.4635	163.5957	10	4.9	Mb	2.01702E+11
2017	2	20	19	35	48	8.292	-79.2535	15.87	4.7	Mb	2.01702E+11
2017	2	20	23	55	49	-14.9768	-176.3811	6	5.5	Mw	2.01702E+11
2017	2	21	2	26	54	-20.5967	-178.3389	550.37	4.8	Mb	2.01702E+11
2017	2	21	7	3	45	-6.3047	147.7178	47.3	4.5	Mb	2.01702E+11
2017	2	21	10	1	31	-10.9273	161.3386	10	4.9	Mb	2.01702E+11
2017	2	21	10	24	49	39.0495	69.9799	10	4.7	Mb	2.01702E+11
2017	2	21	10	40	28	16.1932	-98.6763	10	4.7	Mb	2.01702E+11
2017	2	21	11	8	16	-29.0979	61.2173	10	5.1	Mb	2.01702E+11
2017	2	21	11	56	29	16.5654	-98.579	10.93	4.9	Mb	2.01702E+11
2017	2	21	13	1	10	-30.8631	-71.8739	10	4.9	Mb	2.01702E+11
2017	2	21	13	32	46	36.4329	70.961	126.89	4.5	Mb	2.01702E+11
2017	2	21	14	9	4	-19.2839	-63.899	597.91	6.5	Mw	2.01702E+11
2017	2	22	5	31	45	4.7831	127.5565	66.12	5.1	Mb	2.01702E+11
2017	2	22	8	25	36	-60.8751	-51.5244	68.11	5.3	Mb	2.01702E+11
2017	2	22	9	2	4	-15.7189	-173.4662	10	4.7	Mb	2.01702E+11
2017	2	22	9	47	39	-20.7953	-178.5272	572.49	4.8	Mb	2.01702E+11
2017	2	22	23	25	52	-44.1639	-15.7866	10	5	Mb	2.01702E+11
2017	2	22	23	46	32	-15.6728	167.9149	193.34	4.9	Mb	2.01702E+11
2017	2	23	0	42	16	-58.2543	-139.5421	10	5.2	Mb	2.01702E+11
2017	2	23	1	50	17	7.0606	125.5854	15.55	4.6	Mb	2.01702E+11
2017	2	23	6	4	59	49.7045	-129.1713	10	4.8	Mb	2.01702E+11
2017	2	23	9	47	56	16.1889	-95.4139	75.03	4.8	Mb	2.01702E+11
2017	2	23	10	25	8	21.6192	143.2122	300.69	4.5	Mb	2.01702E+11
2017	2	23	11	52	18	-19.2137	-172.8284	10	4.8	Mb	2.01702E+11
2017	2	23	13	35	54	-43.124	171.7146	10.47	4.7	Mw	2.01702E+11
2017	2	23	15	11	6	-5.8716	146.7379	116	5.4	Mw	2.01702E+11
2017	2	23	15	16	12	12.1793	-88.2057	10	4.6	Mb	2.01702E+11
2017	2	23	15	21	15	16.1597	-95.5135	55.62	4.9	Mb	2.01702E+11
2017	2	23	17	3	18	-22.4249	-178.4446	396.62	5.1	Mb	2.01702E+11
2017	2	23	17	7	8	16.4665	-98.612	21.35	4.5	Mb	2.01702E+11
2017	2	23	20	13	40	86.1666	74.4135	10	5	Mb	2.01702E+11
2017	2	23	21	10	31	-21.2721	174.3809	10	5.5	Mb	2.01702E+11
2017	2	23	23	54	52	39.9021	143.1389	26.51	4.5	Mb	2.01702E+11
2017	2	24	0	32	17	-8.4695	30.0847	26.67	5.9	Mw	2.01702E+11
2017	2	24	3	12	6	-17.6019	-70.6524	127.24	4.9	Mb	2.01702E+11
2017	2	24	5	59	7	-55.2851	-30.6451	10	5.3	Mb	2.01702E+11
2017	2	24	8	22	36	4.7103	96.9559	170.5	5	Mb	2.01702E+11
2017	2	24	9	44	20	-9.5991	159.8768	28.42	4.9	Mb	2.01702E+11
2017	2	24	10	24	9	51.4291	176.3023	34.17	4.9	Mb	2.01702E+11
2017	2	24	12	2	51	24.1314	93.4958	61.72	5	Mb	2.01702E+11
2017	2	24	12	28	26	49.7058	-129.1182	10	5.2	Mw	2.01702E+11
2017	2	24	13	41	15	12.5871	-87.8206	78.66	4.8	Mb	2.01702E+11
2017	2	24	16	17	21	-22.5509	173.0529	53.47	4.6	Mb	2.01702E+11
2017	2	24	16	39	41	-29.981	-177.0076	10	5.1	Mb	2.01702E+11
2017	2	24	17	28	45	-23.2448	-178.8345	414.8	6.9	Mw	2.01702E+11
2017	2	24	19	16	53	18.4296	-25.1774	14.93	4.9	Mb	2.01702E+11
2017	2	24	19	26	49	52.8204	-174.5169	189.65	4.5	Mb	2.01702E+11
2017	2	24	23	46	45	-17.9678	-178.4533	581.4	5.9	Mw	2.01702E+11
2017	2	25	1	11	38	-7.3088	130.4463	40.39	4.8	Mb	2.01702E+11
2017	2	25	2	31	24	-19.5266	-69.0453	107.1	5.2	Mw	2.01702E+11
2017	2	25	2	50	6	29.4581	130.6677	19.81	4.9	Mb	2.01702E+11
2017	2	25	4	39	59	47.699	147.0256	399.49	4.6	Mb	2.01702E+11
2017	2	25	4	52	55	38.7529	142.2258	32.13	4.6	Mb	2.01702E+11
2017	2	25	9	3	7	35.1524	-35.3756	10	4.7	Mb	2.01702E+11
2017	2	25	9	21	23	42.8799	147.398	10	4.5	Mb	2.01702E+11
2017	2	25	13	24	40	-5.9676	147.4039	101.35	5	Mb	2.01702E+11
2017	2	25	14	0	32	-29.2397	-68.0086	116.62	5.3	Mb	2.01702E+11
2017	2	25	15	14	16	-32.0766	-178.7516	53.05	4.9	Mb	2.01702E+11
2017	2	25	16	3	43	31.1559	140.4044	90.6	4.9	Mb	2.01702E+11
2017	2	25	17	19	35	1.4239	31.1104	10	4.7	Mb	2.01702E+11
2017	2	25	18	57	31	10.4892	126.7906	58.48	5.1	Mb	2.01702E+11
2017	2	25	20	11	45	36.2457	139.8307	67.87	4.5	Mb	2.01702E+11
2017	2	25	21	6	5	37.0793	36.1017	5.37	4.5	Mb	2.01702E+11
2017	2	25	21	8	52	-1.1248	126.938	31.25	4.8	Mb	2.01702E+11
2017	2	25	23	8	52	-14.8155	167.4411	164.84	4.8	Mb	2.01702E+11
2017	2	26	1	30	4	-5.8891	153.365	10	4.6	Mb	2.01702E+11
2017	2	26	6	44	22	-18.5234	169.3793	243.87	5.5	Mb	2.01702E+11
2017	2	26	8	59	16	-28.9219	-71.4883	31.92	5	Mw	2.01702E+11
2017	2	26	9	24	34	1.2548	122.4511	42.45	4.9	Mb	2.01702E+11
2017	2	26	14	54	46	37.2225	141.2018	58.31	4.6	Mb	2.01702E+11
2017	2	26	15	3	33	37.1485	141.1845	44.35	5.1	Mb	2.01702E+11
2017	2	26	15	22	0	-4.1889	102.0443	40.52	5.4	Mb	2.01702E+11
2017	2	26	18	48	46	30.2773	83.5638	10	4.8	Mb	2.01702E+11
2017	2	26	23	17	8	26.8521	144.1233	16.68	5.1	Mb	2.01702E+11
2017	2	27	0	3	19	3.2912	126.8654	75.77	4.9	Mb	2.01702E+11
2017	2	27	1	4	52	18.9664	-70.0129	60.29	4.5	Mb	2.01702E+11
2017	2	27	1	21	22	52.0918	159.0305	55.83	5	Mb	2.01702E+11
2017	2	27	2	17	35	39.3758	143.5068	10	4.8	Mb	2.01702E+11
2017	2	27	3	37	46	27.4959	86.1687	10	4.7	Mb	2.01702E+11
2017	2	27	4	21	43	27.3546	85.9562	25.72	4.6	Mb	2.01702E+11
2017	2	27	4	32	45	31.6439	141.7599	24.4	4.9	Mb	2.01702E+11
2017	2	27	5	19	57	37.3901	141.3787	35	4.6	Mb	2.01702E+11
2017	2	27	9	10	38	42.3131	142.9835	52.39	4.9	Mb	2.01702E+11
2017	2	27	9	29	12	12.254	143.3487	10	4.6	Mb	2.01702E+11
2017	2	27	11	26	25	2.3453	95.3527	23.98	4.8	Mb	2.01702E+11
2017	2	27	11	26	30	-5.9682	154.9518	166.35	4.6	Mb	2.01702E+11
2017	2	27	11	39	23	-37.07	-73.9959	12.7	4.6	Mb	2.01702E+11
2017	2	27	11	47	26	1.7094	99.4349	168.91	4.5	Mb	2.01702E+11
2017	2	27	16	18	31	24.2425	122.8771	45.58	4.9	Mb	2.01702E+11
2017	2	28	3	50	21	-48.0411	-9.8333	10	5.1	Mb	2.01702E+11
2017	2	28	7	49	2	37.5672	141.2999	38.1	5.7	Mw	2.01702E+11
2017	2	28	8	8	27	36.8706	142.3089	28.75	4.8	Mb	2.01702E+11
2017	2	28	8	9	31	-14.1248	-75.0166	78.27	4.7	Mb	2.01702E+11
2017	2	28	13	42	19	37.7028	72.1044	128.04	5.2	Mw	2.01702E+11
2017	2	28	15	52	16	-8.0208	147.879	63.09	4.7	Mb	2.01702E+11
2017	2	28	17	3	14	39.9247	81.3058	15.75	4.6	Mb	2.01702E+11
2017	2	28	17	35	41	-44.7717	-80.8907	10	5.6	Mw	2.01702E+11
2017	2	28	17	41	23	28.7127	143.1575	34.75	4.9	Mb	2.01702E+11
2017	2	28	19	8	34	-1.3189	127.5671	28.52	5	Mb	2.01702E+11
2017	2	28	19	16	45	1.8199	126.5665	30.4	4.9	Mb	2.01702E+11
2017	2	28	20	12	40	-18.9	169.3091	141.69	4.5	Mb	2.01702E+11
2017	2	28	21	19	42	-43.0427	173.1841	13.43	4.5	Mw	2.01702E+11
2017	2	28	23	27	34	39.5101	26.1024	10	4.6	Mw	2.01702E+11
2017	3	1	0	42	48	44.2047	148.4769	42.22	4.9	Mb	2.01703E+11
2017	3	1	2	32	15	-5.5188	153.7951	36.75	4.5	Mb	2.01703E+11
2017	3	1	4	35	11	2.0844	121.6181	10	4.9	Mb	2.01703E+11
2017	3	1	5	0	37	-7.65	127.6041	161.86	4.5	Mb	2.01703E+11
2017	3	1	6	8	53	21.6405	143.1896	290.36	5.1	Mb	2.01703E+11
2017	3	1	6	43	6	37.576	141.3978	51.15	5	Mb	2.01703E+11
2017	7	29	0	2	41	40.7822	-125.1807	26.54	5.08	Mw	72852151
2017	7	29	17	8	26	41.0753	-125.3303	24.34	4.58	Mw	72852946
2017	11	13	19	31	29	36.6305	-121.2443	6.31	4.58	Mw	72923380
