Date	year	month	day	hour	min	sec	latitude	longitude	depth	magnitude	magtype	source	eventID
08/07/08	2008	7	8	7	42	11	27.532	128.334	43	6	Mw	NEI	2.00807E+11
08/07/08	2008	7	8	9	13	7	-15.986	-71.748	123	6.2	Mw	NEI	2.00807E+11
13/07/08	2008	7	13	14	58	33	21.014	121.149	14	6.2	Mw	NEI	2.00807E+11
15/07/08	2008	7	15	3	26	35	35.8	27.86	52	6.4	Mw	NEI	2.00807E+11
19/07/08	2008	7	19	2	39	29	37.552	142.214	22	7	Mw	NEI	2.00807E+11
19/07/08	2008	7	19	9	27	1	-11.041	164.493	11	6.6	Mw	NEI	2.00807E+11
19/07/08	2008	7	19	11	1	18	-11.066	164.616	10	6.2	Mw	NEI	2.00807E+11
19/07/08	2008	7	19	22	39	53	-17.337	-177.312	391	6.4	Mw	NEI	2.00807E+11
21/07/08	2008	7	21	11	30	29	37.186	142.051	22	6	Mw	NEI	2.00807E+11
23/07/08	2008	7	23	15	26	20	39.802	141.464	108	6.8	Mw	NEI	2.00807E+11
24/07/08	2008	7	24	1	43	16	50.967	157.584	27	6.2	Mw	NEI	2.00807E+11
28/07/08	2008	7	28	21	40	47	-10.578	163.103	10	6	Mw	NEI	2.00807E+11
04/08/08	2008	8	4	20	45	14	-5.916	130.195	173.9	6.3	Mw	NEI	2.00808E+11
05/08/08	2008	8	5	9	49	17	32.756	105.494	6	6	Mw	NEI	2.00808E+11
09/08/08	2008	8	9	6	1	49	-60.648	153.771	10	6.5	Mw	NEI	2.00808E+11
09/08/08	2008	8	9	16	36	38	-60.693	153.826	10	6.3	Mw	NEI	2.00808E+11
10/08/08	2008	8	10	8	20	33	11.055	91.814	20	6.2	Mw	NEI	2.00808E+11
11/08/08	2008	8	11	23	38	38	-1.02	-21.843	13	6	Mw	NEI	2.00808E+11
15/08/08	2008	8	15	10	25	17	12.897	124.319	10	6	Mw	NEI	2.00808E+11
19/08/08	2008	8	19	16	30	13	-15.087	-173.476	8	6.1	Mw	NEI	2.00808E+11
21/08/08	2008	8	21	12	24	31	25.039	97.697	10	6	Mw	NEI	2.00808E+11
22/08/08	2008	8	22	7	47	40	-17.769	65.394	6	6	Mw	NEI	2.00808E+11
25/08/08	2008	8	25	13	21	59	30.901	83.52	12	6.7	Mw	NEI	2.00808E+11
26/08/08	2008	8	26	21	0	37	-7.641	-74.377	154	6.4	Mw	NEI	2.00808E+11
27/08/08	2008	8	27	1	35	32	51.607	104.158	16	6.3	Mw	NEI	2.00808E+11
28/08/08	2008	8	28	15	22	23	-0.252	-17.358	12	6.3	Mw	NEI	2.00808E+11
30/08/08	2008	8	30	6	54	8	-6.146	147.258	75	6.4	Mw	NEI	2.00808E+11
30/08/08	2008	8	30	8	30	53	26.241	101.889	11	6	Mw	NEI	2.00808E+11
01/09/08	2008	9	1	4	0	39	-25.387	-177.636	171.1	6	Mw	NEI	2.00809E+11
03/09/08	2008	9	3	11	25	14	-26.736	-63.225	569.6	6.3	Mw	NEI	2.00809E+11
08/09/08	2008	9	8	3	3	16	-19.964	169.108	36	6.2	Mw	NEI	2.00809E+11
08/09/08	2008	9	8	18	52	7	-13.501	166.967	110	6.9	Mw	NEI	2.00809E+11
10/09/08	2008	9	10	11	0	34	26.743	55.828	12	6.1	Mw	NEI	2.00809E+11
10/09/08	2008	9	10	13	8	15	8.093	-38.705	9	6.6	Mw	NEI	2.00809E+11
11/09/08	2008	9	11	0	0	3	1.885	127.363	96	6.6	Mw	NEI	2.00809E+11
11/09/08	2008	9	11	0	20	51	41.892	143.754	25	6.8	Mw	NEI	2.00809E+11
18/09/08	2008	9	18	1	41	3	-4.554	-105.999	11	6	Mw	NEI	2.00809E+11
24/09/08	2008	9	24	2	33	6	17.612	-105.497	12	6.4	Mw	NEI	2.00809E+11
25/09/08	2008	9	25	1	47	11	30.836	83.487	4	6	Mw	NEI	2.00809E+11
29/09/08	2008	9	29	15	19	32	-29.756	-177.683	36	7	Mw	NEI	2.00809E+11
05/10/08	2008	10	5	9	12	36	-30.184	-177.176	10	6.1	Mw	NEI	2.0081E+11
05/10/08	2008	10	5	15	52	49	39.533	73.824	27.4	6.7	Mw	NEI	2.0081E+11
05/10/08	2008	10	5	22	56	29	33.886	69.47	10	6	Mw	NEI	2.0081E+11
06/10/08	2008	10	6	8	30	46	29.807	90.35	12	6.3	Mw	NEI	2.0081E+11
11/10/08	2008	10	11	10	40	14	19.161	-64.833	23	6.1	Mw	NEI	2.0081E+11
12/10/08	2008	10	12	20	55	41	-20.123	-64.971	352.7	6.2	Mw	NEI	2.0081E+11
16/10/08	2008	10	16	19	41	26	14.423	-92.364	24	6.7	Mw	NEI	2.0081E+11
19/10/08	2008	10	19	5	10	34	-21.863	-173.819	29	6.9	Mw	NEI	2.0081E+11
22/10/08	2008	10	22	12	55	57	-18.414	-175.351	233.4	6.4	Mw	NEI	2.0081E+11
23/10/08	2008	10	23	10	4	35	-2.635	145.574	10	6.3	Mw	NEI	2.0081E+11
28/10/08	2008	10	28	16	0	3	-3.494	145.867	18.3	6	Mw	NEI	2.0081E+11
28/10/08	2008	10	28	23	9	58	30.639	67.351	15	6.4	Mw	NEI	2.0081E+11
29/10/08	2008	10	29	11	32	43	30.598	67.455	14	6.4	Mw	NEI	2.0081E+11
30/10/08	2008	10	30	15	15	41	-9.02	-108.246	10	6.1	Mw	NEI	2.0081E+11
01/11/08	2008	11	1	1	13	10	-3.399	148.712	10	6	Mw	NEI	2.00811E+11
02/11/08	2008	11	2	13	48	43	51.552	-174.366	36	6.1	Mw	NEI	2.00811E+11
04/11/08	2008	11	4	18	35	45	-17.135	168.458	205.7	6.3	Mw	NEI	2.00811E+11
07/11/08	2008	11	7	7	19	36	-14.829	168.032	13	6.4	Mw	NEI	2.00811E+11
07/11/08	2008	11	7	16	4	23	-6.712	129.074	10	6.2	Mw	NEI	2.00811E+11
08/11/08	2008	11	8	7	49	59	-15.223	-174.232	121	6	Mw	NEI	2.00811E+11
10/11/08	2008	11	10	1	22	3	37.565	95.833	19	6.3	Mw	NEI	2.00811E+11
16/11/08	2008	11	16	17	2	33	1.271	122.091	30	7.4	Mw	NEI	2.00811E+11
19/11/08	2008	11	19	6	11	21	8.267	-82.967	32	6.3	Mw	NEI	2.00811E+11
21/11/08	2008	11	21	7	5	35	-8.947	159.553	118	6.1	Mw	NEI	2.00811E+11
22/11/08	2008	11	22	16	1	2	-4.348	101.259	24	6.3	Mw	NEI	2.00811E+11
22/11/08	2008	11	22	16	1	39	-22.523	171.199	57.3	6.4	Mw	NEI	2.00811E+11
22/11/08	2008	11	22	18	49	42	-1.23	-13.933	10	6.3	Mw	NEI	2.00811E+11
24/11/08	2008	11	24	9	2	59	54.203	154.322	492.3	7.3	Mw	NEI	2.00811E+11
29/11/08	2008	11	29	5	59	17	-18.701	-177.716	386	6	Mw	NEI	2.00811E+11
06/12/08	2008	12	6	10	55	26	-7.393	124.745	398	6.4	Mw	NEI	2.00812E+11
08/12/08	2008	12	8	18	39	9	-53.005	106.823	11	6.3	Mw	NEI	2.00812E+11
09/12/08	2008	12	9	6	24	0	-31.232	-176.924	18	6.8	Mw	NEI	2.00812E+11
09/12/08	2008	12	9	17	28	59	-15.929	168.173	224.1	6.1	Mw	NEI	2.00812E+11
10/12/08	2008	12	10	13	15	34	-12.337	166.572	51	6	Mw	NEI	2.00812E+11
18/12/08	2008	12	18	21	19	28	-32.458	-71.726	18	6.2	Mw	NEI	2.00812E+11
18/12/08	2008	12	18	21	50	28	-32.473	-72.051	25	6	Mw	GUC	2.00812E+11
20/12/08	2008	12	20	10	29	23	36.541	142.425	19	6.3	Mw	NEI	2.00812E+11
24/12/08	2008	12	24	9	11	34	-17.29	-171.909	9	6	Mw	NEI	2.00812E+11
25/12/08	2008	12	25	3	20	29	5.752	125.377	206	6.3	Mw	NEI	2.00812E+11
03/01/09	2009	1	3	19	43	51	-0.414	132.885	17	7.7	Mw	NEI	2.00901E+11
03/01/09	2009	1	3	20	23	20	36.419	70.743	204.8	6.6	Mw	NEI	2.00901E+11
03/01/09	2009	1	3	22	33	40	-0.691	133.305	23	7.4	Mw	NEI	2.00901E+11
06/01/09	2009	1	6	22	48	27	-0.659	133.434	16	6	Mw	NEI	2.00901E+11
08/01/09	2009	1	8	19	21	36	10.165	-84.197	14	6.1	Mw	NEI	2.00901E+11
13/01/09	2009	1	13	1	4	43	-13.147	66.078	10	6	Mw	NEI	2.00901E+11
15/01/09	2009	1	15	7	27	20	-22.352	170.635	27	6.7	Mw	NEI	2.00901E+11
15/01/09	2009	1	15	17	49	39	46.857	155.154	36	7.4	Mw	NEI	2.00901E+11
18/01/09	2009	1	18	14	11	49	-30.199	-177.951	33	6.4	Mw	NEI	2.00901E+11
19/01/09	2009	1	19	3	35	19	-22.596	170.911	12	6.6	Mw	NEI	2.00901E+11
19/01/09	2009	1	19	3	46	38	-22.477	170.806	35	6	Mw	NEI	2.00901E+11
21/01/09	2009	1	21	17	8	43	-22.689	171.043	24	6.1	Mw	NEI	2.00901E+11
22/01/09	2009	1	22	13	40	26	-5.912	148.511	44	6.1	Mw	NEI	2.00901E+11
22/01/09	2009	1	22	20	16	35	-7.307	128.568	146.7	6.1	Mw	NEI	2.00901E+11
02/02/09	2009	2	2	17	53	22	-13.582	-76.558	21	6	Mw	NEI	2.00902E+11
09/02/09	2009	2	9	14	9	3	-6.567	-81.15	15	6	Mw	NEI	2.00902E+11
11/02/09	2009	2	11	17	34	50	3.886	126.387	20	7.2	Mw	NEI	2.00902E+11
11/02/09	2009	2	11	18	25	11	4.026	126.783	35	6	Mw	NEI	2.00902E+11
12/02/09	2009	2	12	3	49	40	3.947	126.411	26	6	Mw	NEI	2.00902E+11
12/02/09	2009	2	12	8	30	17	3.972	126.724	35	6	Mw	NEI	2.00902E+11
12/02/09	2009	2	12	13	15	6	4.036	126.548	27	6.3	Mw	NEI	2.00902E+11
15/02/09	2009	2	15	10	4	49	-5.854	-80.891	21	6.1	Mw	NEI	2.00902E+11
17/02/09	2009	2	17	3	30	53	-30.724	-178.617	13	6	Mw	NEI	2.00902E+11
18/02/09	2009	2	18	21	53	45	-27.424	-176.33	25	7	Mw	NEI	2.00902E+11
22/02/09	2009	2	22	17	45	22	3.679	126.561	32	6	Mw	NEI	2.00902E+11
28/02/09	2009	2	28	14	33	6	-60.525	-24.796	15	6.3	Mw	NEI	2.00902E+11
06/03/09	2009	3	6	10	50	29	80.324	-1.853	9	6.5	Mw	NEI	2.00903E+11
12/03/09	2009	3	12	23	23	35	5.686	-82.767	9	6.3	Mw	NEI	2.00903E+11
16/03/09	2009	3	16	14	15	56	3.807	126.552	35	6.3	Mw	NEI	2.00903E+11
19/03/09	2009	3	19	18	17	40	-23.043	-174.66	31	7.6	Mw	NEI	2.00903E+11
28/03/09	2009	3	28	17	59	32	-2.952	139.543	93	6	Mw	NEI	2.00903E+11
01/04/09	2009	4	1	3	54	59	-3.522	144.102	10	6.4	Mw	NEI	2.00904E+11
04/04/09	2009	4	4	5	31	55	5.149	127.201	48	6.3	Mw	NEI	2.00904E+11
06/04/09	2009	4	6	1	32	39	42.334	13.334	8.8	6.3	Mw	ROM	2.00904E+11
07/04/09	2009	4	7	4	23	33	46.049	151.548	31	6.9	Mw	NEI	2.00904E+11
15/04/09	2009	4	15	20	1	35	-3.115	100.471	22	6.3	Mw	NEI	2.00904E+11
16/04/09	2009	4	16	14	57	6	-60.203	-26.858	20	6.7	Mw	NEI	2.00904E+11
17/04/09	2009	4	17	2	8	9	-19.584	-70.483	25	6.1	Mw	NEI	2.00904E+11
18/04/09	2009	4	18	19	17	59	46.015	151.427	35	6.6	Mw	NEI	2.00904E+11
19/04/09	2009	4	19	5	23	26	4.136	126.678	25	6.1	Mw	NEI	2.00904E+11
21/04/09	2009	4	21	5	26	12	50.833	155.009	152	6.2	Mw	NEI	2.00904E+11
26/04/09	2009	4	26	0	6	53	-30.3	-178.582	131.7	6.1	Mw	NEI	2.00904E+11
03/05/09	2009	5	3	16	21	45	14.546	-91.143	108	6.3	Mw	NEI	2.00905E+11
10/05/09	2009	5	10	1	16	7	1.393	-85.169	6	6.1	Mw	NEI	2.00905E+11
12/05/09	2009	5	12	1	26	27	-5.664	149.543	89	6.1	Mw	NEI	2.00905E+11
16/05/09	2009	5	16	0	53	51	-31.553	-178.833	43	6.5	Mw	NEI	2.00905E+11
24/05/09	2009	5	24	0	58	2	-31.475	-177.683	4	6	Mw	NEI	2.00905E+11
28/05/09	2009	5	28	8	24	47	16.731	-86.217	19	7.3	Mw	NEI	2.00905E+11
02/06/09	2009	6	2	2	17	4	-17.757	167.949	15	6.3	Mw	NEI	2.00906E+11
04/06/09	2009	6	4	17	25	25	-45.833	35.139	16	6	Mw	NEI	2.00906E+11
05/06/09	2009	6	5	3	30	33	41.824	143.445	29	6.4	Mw	NEI	2.00906E+11
06/06/09	2009	6	6	20	33	29	23.864	-46.105	14	6	Mw	NEI	2.00906E+11
12/06/09	2009	6	12	9	44	15	-17.611	167.812	15	6	Mw	NEI	2.00906E+11
14/06/09	2009	6	14	5	58	43	5.361	126.438	35	6.1	Mw	NEI	2.00906E+11
16/06/09	2009	6	16	20	5	57	-54.366	5.871	10	6.1	Mw	NEI	2.00906E+11
23/06/09	2009	6	23	14	19	22	-5.157	153.782	64	6.7	Mw	NEI	2.00906E+11
01/07/09	2009	7	1	9	30	10	34.164	25.471	19	6.4	Mw	NEI	2.00907E+11
03/07/09	2009	7	3	11	0	15	25.131	-109.754	10	6	Mw	NEI	2.00907E+11
04/07/09	2009	7	4	6	49	36	9.59	-78.966	38	6.1	Mw	NEI	2.00907E+11
06/07/09	2009	7	6	14	53	12	50.435	176.992	22	6.1	Mw	NEI	2.00907E+11
07/07/09	2009	7	7	19	11	47	75.351	-72.453	19	6.1	Mw	NEI	2.00907E+11
08/07/09	2009	7	8	19	23	38	-36.004	-102.686	12	6	Mw	NEI	2.00907E+11
12/07/09	2009	7	12	6	12	47	-15.041	-70.445	198.9	6.1	Mw	NEI	2.00907E+11
13/07/09	2009	7	13	18	5	1	24.056	122.201	17	6.3	Mw	NEI	2.00907E+11
15/07/09	2009	7	15	9	22	29	-45.762	166.562	12	7.8	Mw	WEL	2.00907E+11
15/07/09	2009	7	15	9	41	54	-46.036	165.937	12	6.1	ML	WEL	2.00907E+11
15/07/09	2009	7	15	20	10	43	-3.375	150.506	13.4	6.1	Mw	NEI	2.00907E+11
01/08/09	2009	8	1	13	33	30	-56.234	-124.296	10	6.1	Mw	NEI	2.00908E+11
02/08/09	2009	8	2	8	54	33	-0.447	132.908	20	6.1	Mw	NEI	2.00908E+11
03/08/09	2009	8	3	17	59	56	29.039	-112.903	10	6.9	Mw	NEI	2.00908E+11
03/08/09	2009	8	3	18	40	50	29.31	-113.728	10	6.2	Mw	NEI	2.00908E+11
05/08/09	2009	8	5	0	17	59	24.233	125.095	25	6.1	Mw	NEI	2.00908E+11
05/08/09	2009	8	5	8	31	40	-45.554	166.356	10	6.1	Mw	NEI	2.00908E+11
09/08/09	2009	8	9	10	55	55	33.167	137.944	292	7.1	Mw	NEI	2.00908E+11
10/08/09	2009	8	10	4	6	31	-11.612	166.09	35	6.6	Mw	NEI	2.00908E+11
10/08/09	2009	8	10	19	55	39	14.099	92.902	24	7.5	Mw	NEI	2.00908E+11
10/08/09	2009	8	10	20	7	9	34.743	138.264	40.4	6.2	Mw	NEI	2.00908E+11
12/08/09	2009	8	12	22	48	51	32.821	140.395	53	6.6	Mw	NEI	2.00908E+11
16/08/09	2009	8	16	7	38	22	-1.479	99.49	20	6.7	Mw	NEI	2.00908E+11
17/08/09	2009	8	17	0	5	49	23.501	123.499	20	6.7	Mw	NEI	2.00908E+11
17/08/09	2009	8	17	10	10	56	23.426	123.516	15	6.1	Mw	NEI	2.00908E+11
18/08/09	2009	8	18	21	20	48	-26.064	-178.391	269.8	6.3	Mw	NEI	2.00908E+11
20/08/09	2009	8	20	6	35	4	72.2	0.944	6	6	Mw	NEI	2.00908E+11
28/08/09	2009	8	28	1	51	20	-7.146	123.427	642.4	6.9	Mw	NEI	2.00908E+11
28/08/09	2009	8	28	1	52	7	37.696	95.718	13	6.3	Mw	NEI	2.00908E+11
30/08/09	2009	8	30	14	51	33	-15.223	-172.571	11	6.6	Mw	NEI	2.00908E+11
02/09/09	2009	9	2	7	55	1	-7.782	107.297	46	7	Mw	NEI	2.00909E+11
02/09/09	2009	9	2	18	0	9	-29.395	-178.956	257	6.2	Mw	NEI	2.00909E+11
03/09/09	2009	9	3	13	26	18	31.14	130.014	163	6.2	Mw	NEI	2.00909E+11
07/09/09	2009	9	7	16	12	23	-10.198	110.628	23	6.2	Mw	NEI	2.00909E+11
07/09/09	2009	9	7	22	41	37	42.66	43.443	15	6	Mw	NEI	2.00909E+11
10/09/09	2009	9	10	2	46	50	48.317	154.192	36	6	Mw	NEI	2.00909E+11
12/09/09	2009	9	12	20	6	25	10.709	-67.927	14	6.4	Mw	NEI	2.00909E+11
17/09/09	2009	9	17	23	21	39	-29.144	-112.267	10	6.2	Mw	NEI	2.00909E+11
21/09/09	2009	9	21	8	53	6	27.332	91.437	14	6.1	Mw	NEI	2.00909E+11
23/09/09	2009	9	23	2	59	31	-52.963	159.911	10	6	Mw	NEI	2.00909E+11
24/09/09	2009	9	24	7	16	20	18.829	-107.339	13	6.4	Mw	NEI	2.00909E+11
29/09/09	2009	9	29	17	48	11	-15.489	-172.095	18	8.1	Mw	NEI	2.00909E+11
29/09/09	2009	9	29	17	56	6	-15.355	-173.159	10	6	Mb	NEI	2.00909E+11
29/09/09	2009	9	29	23	45	3	-15.832	-172.551	10	6	Mb	NEI	2.00909E+11
30/09/09	2009	9	30	10	16	9	-0.72	99.867	81	7.6	Mw	NEI	2.00909E+11
01/10/09	2009	10	1	1	52	27	-2.482	101.524	9	6.6	Mw	NEI	2.0091E+11
02/10/09	2009	10	2	1	7	39	-16.335	-173.471	8	6.1	Mw	NEI	2.0091E+11
02/10/09	2009	10	2	15	47	9	-17.017	174.505	10	6	Mw	NEI	2.0091E+11
03/10/09	2009	10	3	17	36	6	23.63	121.452	28	6.1	Mw	NEI	2.0091E+11
04/10/09	2009	10	4	10	58	0	6.74	123.378	620	6.6	Mw	NEI	2.0091E+11
07/10/09	2009	10	7	21	41	13	4.079	122.371	574	6.8	Mw	NEI	2.0091E+11
07/10/09	2009	10	7	22	3	14	-13.006	166.51	45	7.7	Mw	NEI	2.0091E+11
07/10/09	2009	10	7	22	18	51	-12.517	166.382	35	7.8	Mw	NEI	2.0091E+11
07/10/09	2009	10	7	22	50	16	-12.39	166.086	21	6.8	Mw	NEI	2.0091E+11
07/10/09	2009	10	7	23	13	48	-13.093	166.497	31.1	7.4	Mw	NEI	2.0091E+11
08/10/09	2009	10	8	8	28	48	-13.298	165.91	35	6.8	Mw	NEI	2.0091E+11
08/10/09	2009	10	8	8	34	37	-12.237	166.489	35	6	Mb	NEI	2.0091E+11
08/10/09	2009	10	8	10	11	7	-11.263	165.819	44.7	6.1	Mw	NEI	2.0091E+11
08/10/09	2009	10	8	21	16	14	-12.912	166.314	35	6	Mw	NEI	2.0091E+11
10/10/09	2009	10	10	21	24	39	47.851	152.455	112	6	Mw	NEI	2.0091E+11
11/10/09	2009	10	11	3	12	13	-22	170.248	10	6	Mw	NEI	2.0091E+11
12/10/09	2009	10	12	3	15	47	-17.099	66.688	10	6.2	Mw	NEI	2.0091E+11
12/10/09	2009	10	12	9	37	21	-12.414	166.498	42	6.2	Mw	NEI	2.0091E+11
13/10/09	2009	10	13	5	37	24	52.754	-166.997	24	6.5	Mw	NEI	2.0091E+11
13/10/09	2009	10	13	11	38	5	2.93	128.232	32	6	Mw	NEI	2.0091E+11
13/10/09	2009	10	13	20	21	53	52.604	-167.118	14	6.4	Mw	NEI	2.0091E+11
14/10/09	2009	10	14	18	0	22	-14.91	-174.823	10	6.3	Mw	NEI	2.0091E+11
15/10/09	2009	10	15	12	11	16	-3.058	139.539	105.7	6	Mw	NEI	2.0091E+11
15/10/09	2009	10	15	17	48	22	3.272	-103.823	10	6	Mw	NEI	2.0091E+11
16/10/09	2009	10	16	9	52	51	-6.534	105.223	38	6.1	Mw	NEI	2.0091E+11
19/10/09	2009	10	19	22	49	38	-15.36	-172.264	18	6	Mw	NEI	2.0091E+11
22/10/09	2009	10	22	0	51	39	6.729	-82.579	18	6	Mw	NEI	2.0091E+11
22/10/09	2009	10	22	19	51	28	36.517	70.95	185.9	6.2	Mw	NEI	2.0091E+11
23/10/09	2009	10	23	15	14	13	-12.196	166.047	31.1	6	Mw	NEI	2.0091E+11
24/10/09	2009	10	24	14	40	44	-6.133	130.385	130	6.9	Mw	NEI	2.0091E+11
25/10/09	2009	10	25	7	53	52	-23.091	-179.205	417.9	6	Mw	NEI	2.0091E+11
27/10/09	2009	10	27	0	4	46	-59.955	-65.163	10	6	Mw	NEI	2.0091E+11
29/10/09	2009	10	29	17	44	32	36.391	70.722	210	6.2	Mw	NEI	2.0091E+11
30/10/09	2009	10	30	7	3	39	29.218	129.782	34	6.8	Mw	NEI	2.0091E+11
02/11/09	2009	11	2	10	47	13	-24.121	-175.173	9	6.2	Mw	NEI	2.00911E+11
05/11/09	2009	11	5	9	43	21	-52.292	160.703	10	6	Mw	NEI	2.00911E+11
08/11/09	2009	11	8	19	41	43	-8.207	118.631	18	6.6	Mw	NEI	2.00911E+11
09/11/09	2009	11	9	10	44	55	-17.239	178.331	595	7.3	Mw	NEI	2.00911E+11
10/11/09	2009	11	10	2	48	47	8.082	91.899	23	6	Mw	NEI	2.00911E+11
13/11/09	2009	11	13	3	5	57	-19.394	-70.321	27	6.5	Mw	NEI	2.00911E+11
14/11/09	2009	11	14	19	44	30	-22.965	-66.641	220.4	6.2	Mw	NEI	2.00911E+11
17/11/09	2009	11	17	15	30	47	52.123	-131.395	17	6.6	Mw	NEI	2.00911E+11
22/11/09	2009	11	22	7	48	21	-17.794	-178.425	522.6	6.4	Mw	NEI	2.00911E+11
22/11/09	2009	11	22	22	47	27	-31.569	179.467	435.7	6.2	Mw	NEI	2.00911E+11
24/11/09	2009	11	24	12	47	16	-20.708	-174.035	18	6.8	Mw	NEI	2.00911E+11
28/11/09	2009	11	28	6	4	22	-10.403	118.885	15	6	Mw	NEI	2.00911E+11
28/11/09	2009	11	28	9	21	18	-29.216	-177.018	28	6	Mw	NEI	2.00911E+11
28/11/09	2009	11	28	18	10	21	5.326	126.288	38.8	6.1	Mw	NEI	2.00911E+11
03/12/09	2009	12	3	6	12	32	-56.476	-122.321	10	6	Mw	NEI	2.00912E+11
09/12/09	2009	12	9	9	46	3	-22.15	170.963	45	6.4	Mw	NEI	2.00912E+11
09/12/09	2009	12	9	16	0	43	-0.642	-21.072	10	6.4	Mw	NEI	2.00912E+11
09/12/09	2009	12	9	21	29	3	2.759	95.91	21	6	Mw	NEI	2.00912E+11
10/12/09	2009	12	10	2	30	53	53.417	152.756	656.2	6.3	Mw	NEI	2.00912E+11
14/12/09	2009	12	14	8	54	2	-5.958	154.444	39	6	Mw	NEI	2.00912E+11
19/12/09	2009	12	19	13	2	16	23.796	121.605	43	6.4	Mw	NEI	2.00912E+11
19/12/09	2009	12	19	23	19	16	-10.108	33.818	6	6	Mw	NEI	2.00912E+11
23/12/09	2009	12	23	1	11	58	-1.434	99.393	19	6	Mw	NEI	2.00912E+11
24/12/09	2009	12	24	0	23	32	42.245	134.719	392	6.3	Mw	NEI	2.00912E+11
26/12/09	2009	12	26	8	57	28	-5.53	131.205	85	6.1	Mw	NEI	2.00912E+11
31/12/09	2009	12	31	9	23	24	-59.401	-150.975	10	6	Mw	NEI	2.00912E+11
02/01/10	2010	1	2	8	45	33	12.424	141.949	8	6.1	Mw	NEI	2.01001E+11
03/01/10	2010	1	3	21	48	3	-8.726	157.487	10	6.6	Mw	NEI	2.01001E+11
03/01/10	2010	1	3	22	36	26	-8.783	157.354	10	7.1	Mw	NEI	2.01001E+11
05/01/10	2010	1	5	4	55	39	-58.173	-14.695	13	6.8	Mw	NEI	2.01001E+11
05/01/10	2010	1	5	12	15	32	-9.019	157.551	15.4	6.8	Mw	NEI	2.01001E+11
05/01/10	2010	1	5	13	11	43	-9.05	157.892	35	6	Mw	NEI	2.01001E+11
09/01/10	2010	1	9	5	51	30	-9.131	157.626	12	6.2	Mw	NEI	2.01001E+11
10/01/10	2010	1	10	0	27	39	40.652	-124.6925	28.74	6.5	Mw	NC	71338066
12/01/10	2010	1	12	21	53	10	18.443	-72.571	13	7	Mw	NEI	2.01001E+11
12/01/10	2010	1	12	22	0	41	18.387	-72.784	10	6	Mw	NEI	2.01001E+11
17/01/10	2010	1	17	12	0	1	-57.664	-65.879	5	6.3	Mw	NEI	2.01001E+11
01/02/10	2010	2	1	22	28	17	-6.112	154.463	32	6.2	Mw	NEI	2.01002E+11
05/02/10	2010	2	5	6	59	5	-47.911	99.593	1	6.2	Mw	NEI	2.01002E+11
06/02/10	2010	2	6	4	44	58	46.836	152.731	30	6	Mw	NEI	2.01002E+11
07/02/10	2010	2	7	6	10	0	23.488	123.615	21	6.3	Mw	NEI	2.01002E+11
09/02/10	2010	2	9	1	3	44	-15.053	-173.492	10	6.1	Mw	NEI	2.01002E+11
13/02/10	2010	2	13	2	34	29	-21.902	-174.767	11	6.1	Mw	NEI	2.01002E+11
15/02/10	2010	2	15	21	51	48	-7.217	128.723	126	6.2	Mw	NEI	2.01002E+11
18/02/10	2010	2	18	1	13	20	42.587	130.703	577.7	6.9	Mw	NEI	2.01002E+11
22/02/10	2010	2	22	7	0	51	-23.626	-176.036	15	6	Mw	NEI	2.01002E+11
26/02/10	2010	2	26	20	31	27	25.93	128.425	25	7	Mw	NEI	2.01002E+11
27/02/10	2010	2	27	6	34	12	-36.122	-72.898	22.9	8.8	Mw	NEI	2.01002E+11
27/02/10	2010	2	27	6	51	18	-31.663	-69.141	39.8	6	Mb	NEI	2.01002E+11
27/02/10	2010	2	27	6	52	34	-34.867	-72.614	35	6.2	Mb	NEI	2.01002E+11
27/02/10	2010	2	27	7	12	28	-33.878	-71.943	35	6	Mb	NEI	2.01002E+11
27/02/10	2010	2	27	7	37	18	-36.869	-72.673	35	6	Mb	NEI	2.01002E+11
27/02/10	2010	2	27	8	1	23	-37.773	-75.048	35	7.4	Mw	NEI	2.01002E+11
27/02/10	2010	2	27	8	25	30	-34.749	-72.427	35	6.1	Mb	NEI	2.01002E+11
27/02/10	2010	2	27	10	30	36	-33.281	-71.955	35	6.1	ML	GUC	2.01002E+11
27/02/10	2010	2	27	15	45	37	-24.872	-65.602	10	6.3	Mw	SJA	2.01002E+11
27/02/10	2010	2	27	17	24	31	-36.354	-73.208	19	6.1	Mw	NEI	2.01002E+11
27/02/10	2010	2	27	19	0	7	-33.422	-71.828	31.1	6.2	Mw	NEI	2.01002E+11
27/02/10	2010	2	27	23	12	35	-34.7	-71.827	35	6	Mb	NEI	2.01002E+11
28/02/10	2010	2	28	11	25	36	-34.903	-71.617	46	6.2	Mw	NEI	2.01002E+11
03/03/10	2010	3	3	17	44	25	-36.61	-73.36	20	6.1	Mw	NEI	2.01003E+11
04/03/10	2010	3	4	0	18	51	22.918	120.795	21	6.3	Mw	NEI	2.01003E+11
04/03/10	2010	3	4	1	59	49	-33.216	-72.125	24.2	6	Mw	NEI	2.01003E+11
04/03/10	2010	3	4	14	2	28	-13.571	167.227	176	6.5	Mw	NEI	2.01003E+11
04/03/10	2010	3	4	22	39	27	-22.227	-68.328	114	6.3	Mw	NEI	2.01003E+11
05/03/10	2010	3	5	9	19	36	-36.631	-73.223	29.9	6.1	Mw	NEI	2.01003E+11
