Date	year	month	day	hour	min	sec	latitude	longitude	depth	magnitude	magtype	source	eventID
01/01/00	2000	1	1	5	58	20	-60.722	153.67	10	6	Mw	NEI	2.00001E+11
05/01/00	2000	1	5	7	40	41	-11.371	165.378	33	6.1	Mw	NEI	2.00001E+11
06/01/00	2000	1	6	10	42	2	58.04	-136.87	1	6.1	ML	AK	
06/01/00	2000	1	6	10	42	25	58.04	-136.87	1	6.2	Me	PGC	2.00001E+11
06/01/00	2000	1	6	21	31	6	16.095	119.484	33	6.2	Me	NEI	2.00001E+11
08/01/00	2000	1	8	1	19	47	-9.805	159.811	33	6.4	Me	NEI	2.00001E+11
08/01/00	2000	1	8	11	59	22	-23.169	-70.122	36	6.4	Me	NEI	2.00001E+11
08/01/00	2000	1	8	16	47	21	-16.925	-174.248	183.4	7.2	Me	NEI	2.00001E+11
09/01/00	2000	1	9	21	54	40	-18.823	174.37	33	6.5	Mw	NEI	2.00001E+11
13/01/00	2000	1	13	20	7	14	-17.61	-178.742	535	6.2	Mw	NEI	2.00001E+11
15/01/00	2000	1	15	12	49	45	-21.216	-179.255	632.8	6	Mw	NEI	2.00001E+11
19/01/00	2000	1	19	7	9	34	36.372	70.379	206.9	6	Me	NEI	2.00001E+11
20/01/00	2000	1	20	9	41	47	43.649	-127.257	10	6.1	Mw	NEI	2.00001E+11
26/01/00	2000	1	26	13	26	50	-17.272	-174.002	33	6.3	Me	NEI	2.00001E+11
28/01/00	2000	1	28	14	21	7	43.046	146.837	61.1	6.8	Me	NEI	2.00001E+11
28/01/00	2000	1	28	16	39	24	26.076	124.496	193.9	6	Me	NEI	2.00001E+11
06/02/00	2000	2	6	11	33	52	-5.844	150.876	33	6.6	Me	NEI	2.00002E+11
13/02/00	2000	2	13	2	57	9	42.853	131.572	513.6	6	Mw	NEI	2.00002E+11
25/02/00	2000	2	25	1	43	59	-19.528	173.818	33	7.1	Mw	NEI	2.00002E+11
26/02/00	2000	2	26	8	11	48	13.795	144.782	132.2	6.2	Me	NEI	2.00002E+11
26/02/00	2000	2	26	18	24	39	9.406	-78.532	65	6.1	Me	NEI	2.00002E+11
28/02/00	2000	2	28	22	15	20	-17.588	-178.984	538	6	Mw	NEI	2.00002E+11
29/02/00	2000	2	29	4	35	4	-50.066	-114.201	10	6	Mw	NEI	2.00002E+11
29/02/00	2000	2	29	22	44	58	-18.158	169.014	33	6	Mw	NEI	2.00002E+11
03/03/00	2000	3	3	22	9	14	-7.321	128.491	141.9	6.4	Me	NEI	2.00003E+11
03/03/00	2000	3	3	22	22	41	-6.817	143.807	10	6.6	Mw	NEI	2.00003E+11
04/03/00	2000	3	4	2	24	22	-60.167	149.868	10	6.4	Mw	NEI	2.00003E+11
05/03/00	2000	3	5	23	57	3	-62.902	145.637	10	6.1	Mw	NEI	2.00003E+11
12/03/00	2000	3	12	22	21	30	14.975	-92.444	62	6.3	Mw	NEI	2.00003E+11
28/03/00	2000	3	28	11	0	23	22.338	143.73	126.5	7.6	Me	NEI	2.00003E+11
03/04/00	2000	4	3	15	20	2	4.082	125.61	150	6.2	Mw	NEI	2.00004E+11
07/04/00	2000	4	7	19	8	28	-18.045	65.517	10	6.3	Mw	NEI	2.00004E+11
18/04/00	2000	4	18	17	28	12	-20.664	-176.469	220.7	6	Me	NEI	2.00004E+11
21/04/00	2000	4	21	4	35	18	51.422	-178.137	33	6	Mb	NEI	2.00004E+11
23/04/00	2000	4	23	9	27	23	-28.307	-62.99	608.5	7	Me	NEI	2.00004E+11
23/04/00	2000	4	23	17	1	17	-28.384	-62.943	609.8	6.1	Me	NEI	2.00004E+11
02/05/00	2000	5	2	15	3	37	17.439	147.516	55	6	Me	NEI	2.00005E+11
04/05/00	2000	5	4	4	21	16	-1.105	123.573	26	7.6	Me	NEI	2.00005E+11
04/05/00	2000	5	4	20	36	32	-17.914	-178.522	515.8	6.5	Me	NEI	2.00005E+11
06/05/00	2000	5	6	13	44	14	-11.295	165.432	12	6.3	Me	NEI	2.00005E+11
08/05/00	2000	5	8	10	28	25	-4.457	150.004	502	6.1	Me	NEI	2.00005E+11
12/05/00	2000	5	12	18	43	18	-23.548	-66.452	225	7.2	Me	NEI	2.00005E+11
12/05/00	2000	5	12	23	10	30	35.975	70.657	107.7	6.3	Me	NEI	2.00005E+11
14/05/00	2000	5	14	20	8	34	-4.296	123.164	33	6.3	Me	NEI	2.00005E+11
21/05/00	2000	5	21	19	58	47	71.19	-8.263	10	6	Mw	NEI	2.00005E+11
26/05/00	2000	5	26	0	30	5	11.359	139.245	33	6	Me	NEI	2.00005E+11
02/06/00	2000	6	2	11	13	49	44.513	-130.081	10	6.2	Mw	NEI	2.00006E+11
03/06/00	2000	6	3	8	54	49	35.552	140.464	62.3	6.2	Mw	NEI	2.00006E+11
04/06/00	2000	6	4	16	28	26	-4.721	102.087	33	7.9	Mw	NEI	2.00006E+11
04/06/00	2000	6	4	16	39	46	-4.646	102.102	33	6.7	Mb	NEI	2.00006E+11
04/06/00	2000	6	4	17	52	16	28.723	65.383	33	6	Mb	NEI	2.00006E+11
06/06/00	2000	6	6	2	41	50	40.693	32.992	10	6	Mw	NEI	2.00006E+11
06/06/00	2000	6	6	9	58	7	-5.093	102.699	33	6.2	Mw	NEI	2.00006E+11
06/06/00	2000	6	6	14	57	2	29.424	131.421	33	6.4	Me	NEI	2.00006E+11
07/06/00	2000	6	7	21	46	56	26.856	97.238	33	6.3	Mw	NEI	2.00006E+11
07/06/00	2000	6	7	23	45	27	-4.612	101.905	33	6.7	Me	NEI	2.00006E+11
09/06/00	2000	6	9	1	27	15	-5.071	152.495	33	6.3	Me	NEI	2.00006E+11
09/06/00	2000	6	9	8	0	24	-5.549	102.679	33	6	Me	NEI	2.00006E+11
09/06/00	2000	6	9	8	42	0	-11.301	162.062	33	6.1	Mw	NEI	2.00006E+11
09/06/00	2000	6	9	23	31	45	30.491	137.73	485.3	6.3	Me	NEI	2.00006E+11
10/06/00	2000	6	10	18	23	29	23.843	121.225	33	6.4	Me	NEI	2.00006E+11
11/06/00	2000	6	11	11	55	12	-50.579	139.55	10	6.6	Mw	NEI	2.00006E+11
14/06/00	2000	6	14	2	15	26	-25.516	178.046	604.6	6.4	Me	NEI	2.00006E+11
14/06/00	2000	6	14	17	0	48	4.542	127.722	89.5	6.3	Me	NEI	2.00006E+11
14/06/00	2000	6	14	23	1	15	-17.902	176.212	33	6	Mw	NEI	2.00006E+11
15/06/00	2000	6	15	11	10	46	29.368	132.082	10	6.1	Me	NEI	2.00006E+11
16/06/00	2000	6	16	7	55	35	-33.877	-70.088	120.2	6.4	Mw	NEI	2.00006E+11
17/06/00	2000	6	17	15	40	42	63.966	-20.487	10	6.8	Me	NEI	2.00006E+11
18/06/00	2000	6	18	14	44	13	-13.802	97.453	10	7.9	Mw	NEI	2.00006E+11
21/06/00	2000	6	21	0	51	47	63.98	-20.758	10	6.5	Mw	NEI	2.00006E+11
25/06/00	2000	6	25	6	34	43	31.183	131.206	10	6	Me	NEI	2.00006E+11
01/07/00	2000	7	1	7	1	56	34.221	139.131	10	6.1	Mw	NEI	2.00007E+11
07/07/00	2000	7	7	15	46	45	51.411	179.978	31	6.2	Me	NEI	2.00007E+11
11/07/00	2000	7	11	1	32	29	57.3546	-154.198	42.92	6.29	ML	AK	
15/07/00	2000	7	15	1	30	30	34.319	139.26	10	6.1	Mw	NEI	2.00007E+11
16/07/00	2000	7	16	3	21	46	20.253	122.043	33	6.4	Mw	NEI	2.00007E+11
16/07/00	2000	7	16	3	57	46	-7.747	150.917	10	7.3	Me	NEI	2.00007E+11
16/07/00	2000	7	16	17	25	23	-12.404	166.509	33	6.1	Mw	NEI	2.00007E+11
17/07/00	2000	7	17	22	53	47	36.283	70.924	141.4	6.3	Mw	NEI	2.00007E+11
20/07/00	2000	7	20	18	39	19	36.51	140.983	47.1	6	Mw	NEI	2.00007E+11
21/07/00	2000	7	21	1	53	36	9.416	-85.329	33	6.4	Mw	NEI	2.00007E+11
30/07/00	2000	7	30	12	25	46	33.901	139.376	10	6.5	Mw	NEI	2.00007E+11
31/07/00	2000	7	31	22	44	30	-16.697	174.542	10	6.2	Me	NEI	2.00007E+11
31/07/00	2000	7	31	23	1	49	-29.279	-176.35	10	6.2	Mw	NEI	2.00007E+11
03/08/00	2000	8	3	1	9	39	-12.037	166.448	33	6.6	Me	NEI	2.00008E+11
04/08/00	2000	8	4	21	13	3	48.786	142.246	10	6.8	Me	NEI	2.00008E+11
06/08/00	2000	8	6	7	27	13	28.856	139.556	394.8	7.4	Me	NEI	2.00008E+11
07/08/00	2000	8	7	14	33	56	-7.018	123.357	648.5	6.5	Me	NEI	2.00008E+11
09/08/00	2000	8	9	0	8	42	-15.693	167.986	33	6.3	Me	NEI	2.00008E+11
09/08/00	2000	8	9	11	41	48	18.198	-102.48	45.8	6.5	Me	NEI	2.00008E+11
09/08/00	2000	8	9	22	55	59	-16.797	174.332	33	6.4	Mw	NEI	2.00008E+11
12/08/00	2000	8	12	10	26	16	-3.072	136.112	33	6	Mw	NEI	2.00008E+11
14/08/00	2000	8	14	22	11	16	-9.377	153.854	10	6	Mw	NEI	2.00008E+11
15/08/00	2000	8	15	4	30	9	-31.511	179.725	357.7	6.6	Me	NEI	2.00008E+11
21/08/00	2000	8	21	9	16	25	-53.02	-45.966	10	6.1	Me	NEI	2.00008E+11
28/08/00	2000	8	28	15	5	48	-4.11	127.394	16	6.8	Me	NEI	2.00008E+11
28/08/00	2000	8	28	15	38	6	-3.986	127.325	10	6.1	Mw	NEI	2.00008E+11
28/08/00	2000	8	28	19	29	25	-4.163	127.311	33	6	Mb	NEI	2.00008E+11
28/08/00	2000	8	28	19	29	32	-4.124	127.027	33	6.3	Mw	NEI	2.00008E+11
01/09/00	2000	9	1	11	56	52	1.438	96.591	33	6	Me	NEI	2.00009E+11
02/09/00	2000	9	2	17	2	20	-20.073	-179.135	687.6	6	Mw	NEI	2.00009E+11
10/09/00	2000	9	10	19	6	16	-1.112	129.332	33	6.1	Me	NEI	2.00009E+11
11/09/00	2000	9	11	17	17	53	-15.877	-173.691	115.4	6.3	Me	NEI	2.00009E+11
12/09/00	2000	9	12	0	27	59	35.389	99.343	10	6.1	Mw	NEI	2.00009E+11
12/09/00	2000	9	12	16	27	25	-5.435	101.823	33	6	Me	NEI	2.00009E+11
14/09/00	2000	9	14	14	59	58	-15.742	179.801	33	6.2	Mw	NEI	2.00009E+11
22/09/00	2000	9	22	18	22	3	-4.964	102.104	33	6.2	Mw	NEI	2.00009E+11
26/09/00	2000	9	26	6	17	52	-17.178	-173.927	56	6.4	Me	NEI	2.00009E+11
28/09/00	2000	9	28	23	23	43	-0.215	-80.582	22.9	6.4	Me	NEI	2.00009E+11
02/10/00	2000	10	2	2	25	31	-7.977	30.709	34	6.5	Me	NEI	2.0001E+11
03/10/00	2000	10	3	4	13	30	40.282	143.124	33	6.3	Me	NEI	2.0001E+11
04/10/00	2000	10	4	14	37	44	11.124	-62.559	110.3	6.2	Me	NEI	2.0001E+11
04/10/00	2000	10	4	16	58	44	-15.421	166.91	23	7	Me	NEI	2.0001E+11
05/10/00	2000	10	5	13	39	12	31.732	-40.958	10	6.1	Mw	NEI	2.0001E+11
05/10/00	2000	10	5	20	6	14	6.853	126.822	87.3	6.1	Mw	NEI	2.0001E+11
06/10/00	2000	10	6	4	30	19	35.456	133.134	10	6.7	Mw	NEI	2.0001E+11
21/10/00	2000	10	21	5	25	15	-17.286	-175.176	291.8	6.3	Mw	NEI	2.0001E+11
21/10/00	2000	10	21	11	35	59	-47.347	-12.403	10	6	Mw	NEI	2.0001E+11
25/10/00	2000	10	25	5	26	39	-34.605	-109.648	10	6	Mw	NEI	2.0001E+11
25/10/00	2000	10	25	9	32	24	-6.549	105.63	38	6.8	Me	NEI	2.0001E+11
25/10/00	2000	10	25	19	0	17	-34.678	-109.458	10	6.1	Mw	NEI	2.0001E+11
27/10/00	2000	10	27	4	21	52	26.266	140.46	388	6.1	Mw	NEI	2.0001E+11
29/10/00	2000	10	29	8	37	9	-4.766	153.945	50	7	Me	NEI	2.0001E+11
30/10/00	2000	10	30	12	1	31	-9.708	119.075	33	6	Mw	NEI	2.0001E+11
31/10/00	2000	10	31	18	43	21	-17.867	-175.312	33	6.2	Mw	NEI	2.0001E+11
01/11/00	2000	11	1	10	35	55	-45.07	167.009	24.5	6.1	Mw	NEI	2.00011E+11
07/11/00	2000	11	7	0	18	5	-55.627	-29.876	10	6.8	Me	NEI	2.00011E+11
07/11/00	2000	11	7	7	50	10	-5.432	154.016	90.5	6.2	Mw	NEI	2.00011E+11
08/11/00	2000	11	8	6	59	59	7.042	-77.829	17	6.5	Me	NEI	2.00011E+11
13/11/00	2000	11	13	15	57	22	42.489	144.765	33	6	Me	NEI	2.00011E+11
16/11/00	2000	11	16	4	54	57	-3.98	152.169	33	8	Mw	NEI	2.00011E+11
16/11/00	2000	11	16	5	21	22	-5.069	153.238	33	6	Mb	NEI	2.00011E+11
16/11/00	2000	11	16	7	42	17	-5.233	153.102	30	7.8	Me	NEI	2.00011E+11
16/11/00	2000	11	16	7	45	33	-4.827	153.226	33	6.5	Mb	NEI	2.00011E+11
16/11/00	2000	11	16	11	5	42	-5.29	152.968	33	6.2	Ms	NEI	2.00011E+11
17/11/00	2000	11	17	21	1	56	-5.496	151.781	33	7.8	Mw	NEI	2.00011E+11
18/11/00	2000	11	18	2	5	49	-5.097	153.181	33	6.6	Me	NEI	2.00011E+11
18/11/00	2000	11	18	6	54	58	-5.228	151.771	33	6.8	Me	NEI	2.00011E+11
18/11/00	2000	11	18	23	5	40	-5.384	153.452	33	6.1	Me	NEI	2.00011E+11
19/11/00	2000	11	19	2	45	28	-5.133	151.655	57.8	6	Me	NEI	2.00011E+11
19/11/00	2000	11	19	5	35	19	-5.588	151.867	33	6.1	Mw	NEI	2.00011E+11
21/11/00	2000	11	21	17	33	34	-5.486	152.153	33	6.2	Me	NEI	2.00011E+11
21/11/00	2000	11	21	21	21	5	-5.43	152.688	33	6.1	Mw	NEI	2.00011E+11
23/11/00	2000	11	23	18	43	16	-4.585	153.058	33	6.3	Mw	NEI	2.00011E+11
25/11/00	2000	11	25	18	9	11	40.245	49.946	50.4	6.8	Me	NEI	2.00011E+11
25/11/00	2000	11	25	18	10	47	40.167	49.954	33	6.5	Me	NEI	2.00011E+11
29/11/00	2000	11	29	10	25	13	-24.869	-70.886	58.2	6.3	Me	NEI	2.00011E+11
04/12/00	2000	12	4	4	43	10	14.876	-93.944	33	6.1	Mw	NEI	2.00012E+11
06/12/00	2000	12	6	17	11	6	39.566	54.799	30	7	Mw	NEI	2.00012E+11
06/12/00	2000	12	6	22	57	40	-4.218	152.725	31	6.5	Mw	NEI	2.00012E+11
12/12/00	2000	12	12	5	26	46	6.015	-82.679	10	6.1	Mw	NEI	2.00012E+11
15/12/00	2000	12	15	16	44	48	38.457	31.351	10	6	Mw	NEI	2.00012E+11
18/12/00	2000	12	18	1	19	22	-21.178	-179.124	628.2	6.6	Mw	NEI	2.00012E+11
19/12/00	2000	12	19	13	11	47	11.765	144.76	33	6.2	Mw	NEI	2.00012E+11
20/12/00	2000	12	20	11	23	54	-39.008	-74.662	11	6.5	Me	NEI	2.00012E+11
20/12/00	2000	12	20	16	49	43	-9.231	154.353	33	6.6	Mw	NEI	2.00012E+11
21/12/00	2000	12	21	1	1	28	-5.706	151.122	33	6.4	Mw	NEI	2.00012E+11
21/12/00	2000	12	21	2	41	23	-5.354	154.133	386.7	6	Mw	NEI	2.00012E+11
22/12/00	2000	12	22	10	13	1	44.79	147.196	140.4	6.2	Mw	NEI	2.00012E+11
23/12/00	2000	12	23	7	13	24	-7.873	135.816	61.7	6	Mw	NEI	2.00012E+11
28/12/00	2000	12	28	4	34	28	-4.05	152.307	33	6.2	Mw	NEI	2.00012E+11
01/01/01	2001	1	1	6	57	4	6.898	126.579	33	7.5	Mw	NEI	2.00101E+11
01/01/01	2001	1	1	8	54	32	6.631	126.899	33	6.8	Mw	NEI	2.00101E+11
02/01/01	2001	1	2	7	30	4	6.749	126.809	33	6.4	Mw	NEI	2.00101E+11
02/01/01	2001	1	2	23	17	42	-11.16	162.44	33	6	Mw	NEI	2.00101E+11
09/01/01	2001	1	9	16	49	28	-14.928	167.17	103	7.1	Mw	NEI	2.00101E+11
10/01/01	2001	1	10	16	2	43	56.7744	-153.281	36.38	6.93	ML	AK	
11/01/01	2001	1	11	0	4	3	48.89	-129.31	10	6	Mw	PGC	2.00101E+11
13/01/01	2001	1	13	17	33	32	13.049	-88.66	60	7.7	Mw	NEI	2.00101E+11
15/01/01	2001	1	15	5	52	16	-40.344	78.362	10	6.4	Mw	NEI	2.00101E+11
16/01/01	2001	1	16	13	25	1	-3.957	101.746	33	6	Mb	NEI	2.00101E+11
16/01/01	2001	1	16	13	25	10	-4.022	101.776	28	6.9	Mw	NEI	2.00101E+11
19/01/01	2001	1	19	1	12	52	15.402	-92.718	93.2	6	Mw	NEI	2.00101E+11
19/01/01	2001	1	19	8	10	15	-11.662	166.38	50	6.3	Mw	NEI	2.00101E+11
19/01/01	2001	1	19	9	4	35	-58.161	-9.472	33	6	Mw	NEI	2.00101E+11
26/01/01	2001	1	26	3	16	40	23.419	70.232	16	7.7	Mw	NEI	2.00101E+11
29/01/01	2001	1	29	23	21	26	-0.677	133.334	33	6.2	Mw	NEI	2.00101E+11
01/02/01	2001	2	1	18	19	30	51.437	-177.797	33	6	Mw	NEI	2.00102E+11
13/02/01	2001	2	13	14	22	6	13.671	-88.938	10	6.6	Mw	NEI	2.00102E+11
13/02/01	2001	2	13	19	28	30	-4.68	102.562	36	7.4	Mw	NEI	2.00102E+11
14/02/01	2001	2	14	14	4	26	-19.494	177.33	10	6.1	Mw	NEI	2.00102E+11
14/02/01	2001	2	14	14	16	59	-19.691	177.39	10	6.2	Mw	NEI	2.00102E+11
16/02/01	2001	2	16	5	59	9	-7.161	117.488	521	6.1	Mw	NEI	2.00102E+11
17/02/01	2001	2	17	20	11	30	53.92	-133.61	20	6.2	Mw	PGC	2.00102E+11
18/02/01	2001	2	18	13	4	53	-47.456	32.386	10	6	Mw	NEI	2.00102E+11
24/02/01	2001	2	24	7	23	49	1.271	126.249	35	7.1	Mw	NEI	2.00102E+11
24/02/01	2001	2	24	16	33	45	1.555	126.431	33	6.2	Mw	NEI	2.00102E+11
25/02/01	2001	2	25	2	22	0	36.424	70.881	202.5	6.2	Mw	NEI	2.00102E+11
26/02/01	2001	2	26	5	58	22	46.815	144.525	392	6.1	Mw	NEI	2.00102E+11
28/02/01	2001	2	28	12	30	14	-21.986	170.207	10	6.7	Mw	NEI	2.00102E+11
28/02/01	2001	2	28	13	5	32	-22.002	170.108	10	6.3	Mw	NEI	2.00102E+11
28/02/01	2001	2	28	18	50	13	13.283	-88.827	65.3	6.1	Mw	NEI	2.00102E+11
28/02/01	2001	2	28	18	54	33	47.149	-122.7267	51.9	6.8	Mc	UW	
06/03/01	2001	3	6	9	17	36	-54.588	157.271	10	6.4	Mw	NEI	2.00103E+11
07/03/01	2001	3	7	18	10	59	-6.81	-12.911	10	6	Mw	NEI	2.00103E+11
14/03/01	2001	3	14	18	56	19	0.451	121.892	109.4	6	Mw	NEI	2.00103E+11
15/03/01	2001	3	15	1	22	43	8.656	94.013	33	6	Mw	NEI	2.00103E+11
15/03/01	2001	3	15	13	2	42	-32.321	-71.492	37	6	Mw	NEI	2.00103E+11
19/03/01	2001	3	19	5	52	16	-4.029	128.02	33	6.5	Mw	NEI	2.00103E+11
23/03/01	2001	3	23	11	30	11	44.071	148.054	33	6	Mw	NEI	2.00103E+11
24/03/01	2001	3	24	6	27	54	34.083	132.526	50	6.8	Mw	NEI	2.00103E+11
04/04/01	2001	4	4	7	44	11	-5.176	132.369	33	6.4	Mw	NEI	2.00104E+11
07/04/01	2001	4	7	23	17	38	-27.554	-176.336	33	6.2	Mw	NEI	2.00104E+11
09/04/01	2001	4	9	9	0	57	-32.668	-73.109	11	6.7	Mw	NEI	2.00104E+11
13/04/01	2001	4	13	15	33	54	-59.723	-25.586	26	6.2	Mw	NEI	2.00104E+11
14/04/01	2001	4	14	23	27	27	30.092	141.768	10	6	Mw	NEI	2.00104E+11
19/04/01	2001	4	19	3	13	26	-7.455	155.893	12	6	Mw	NEI	2.00104E+11
19/04/01	2001	4	19	20	58	26	-7.306	155.965	20	6.2	Mw	NEI	2.00104E+11
19/04/01	2001	4	19	21	43	42	-7.41	155.865	17	6.7	Mw	NEI	2.00104E+11
26/04/01	2001	4	26	17	48	57	43.097	145.923	86	6	Mw	NEI	2.00104E+11
28/04/01	2001	4	28	4	49	53	-18.064	-176.937	351.8	6.9	Mw	NEI	2.00104E+11
29/04/01	2001	4	29	21	26	55	18.736	-104.545	10	6.2	Mw	NEI	2.00104E+11
07/05/01	2001	5	7	0	33	24	-56.186	-144.471	10	6.2	Mw	NEI	2.00105E+11
09/05/01	2001	5	9	17	38	26	-10.318	161.232	67.9	6.3	Mw	NEI	2.00105E+11
19/05/01	2001	5	19	17	36	26	-19.903	-177.515	368.7	6	Mw	NEI	2.00105E+11
20/05/01	2001	5	20	4	21	44	18.816	-104.446	33	6.3	Mw	NEI	2.00105E+11
25/05/01	2001	5	25	0	40	51	44.268	148.393	33	6.7	Mw	NEI	2.00105E+11
25/05/01	2001	5	25	5	6	11	-7.869	110.179	143.1	6.3	Mw	NEI	2.00105E+11
26/05/01	2001	5	26	10	57	26	-20.292	-177.842	406.5	6.4	Mw	NEI	2.00105E+11
28/05/01	2001	5	28	8	37	5	-6.609	132.346	33	6	Mw	NEI	2.00105E+11
29/05/01	2001	5	29	23	37	19	-7.022	155.037	14	6.4	Mw	NEI	2.00105E+11
03/06/01	2001	6	3	2	41	57	-29.666	-178.633	178.1	7.2	Mw	NEI	2.00106E+11
05/06/01	2001	6	5	9	0	5	-6.884	146.388	10	6.4	Mw	NEI	2.00106E+11
05/06/01	2001	6	5	15	13	58	-6.815	146.41	10	6	Mw	NEI	2.00106E+11
14/06/01	2001	6	14	19	48	48	51.16	-179.828	18	6.5	Mw	NEI	2.00106E+11
15/06/01	2001	6	15	6	17	45	18.833	146.983	33	6	Mw	NEI	2.00106E+11
15/06/01	2001	6	15	16	19	8	13.903	51.679	10	6	Mw	NEI	2.00106E+11
16/06/01	2001	6	16	2	13	38	-14.889	-173.339	10	6	Mw	NEI	2.00106E+11
19/06/01	2001	6	19	9	32	25	-22.739	-67.877	146.6	6	Mw	NEI	2.00106E+11
23/06/01	2001	6	23	20	33	14	-16.265	-73.641	33	8.4	Mw	NEI	2.00106E+11
23/06/01	2001	6	23	21	27	36	-17.181	-72.641	33	6.1	Mb	NEI	2.00106E+11
24/06/01	2001	6	24	13	18	52	44.189	148.51	33	6	Mw	NEI	2.00106E+11
26/06/01	2001	6	26	4	18	31	-17.745	-71.649	24	6.7	Mw	NEI	2.00106E+11
26/06/01	2001	6	26	12	33	52	-4.07	-104.469	10	6.1	Mw	NEI	2.00106E+11
29/06/01	2001	6	29	18	35	52	-19.522	-66.254	273.9	6.1	Mw	NEI	2.00106E+11
01/07/01	2001	7	1	1	46	6	-4.312	152.956	28	6.1	Mw	NEI	2.00107E+11
03/07/01	2001	7	3	13	10	43	21.641	142.984	290	6.5	Mw	NEI	2.00107E+11
04/07/01	2001	7	4	7	6	32	-21.725	-176.705	184.6	6.5	Mw	NEI	2.00107E+11
04/07/01	2001	7	4	12	9	4	-17.003	-65.711	33	6.2	Mw	NEI	2.00107E+11
05/07/01	2001	7	5	13	53	48	-16.086	-73.987	62	6.6	Mw	NEI	2.00107E+11
07/07/01	2001	7	7	9	38	44	-17.543	-72.077	33	7.6	Mw	NEI	2.00107E+11
08/07/01	2001	7	8	17	54	19	-6.663	152.108	10	6.2	Mw	NEI	2.00107E+11
22/07/01	2001	7	22	18	15	9	-5.147	132.338	33	6	Mw	NEI	2.00107E+11
24/07/01	2001	7	24	5	0	9	-19.448	-69.255	33	6.4	Mw	NEI	2.00107E+11
26/07/01	2001	7	26	0	21	37	39.059	24.244	10	6.5	Mw	NEI	2.00107E+11
28/07/01	2001	7	28	7	32	46	58.775	-154.7006	131.85	6.34	ML	AK	
02/08/01	2001	8	2	23	41	6	56.26	163.79	14	6.3	Mw	NEI	2.00108E+11
06/08/01	2001	8	6	3	53	0	-55.537	-123.422	10	6.7	Mw	NEI	2.00108E+11
13/08/01	2001	8	13	20	11	23	41.046	142.308	38	6.4	Mw	NEI	2.00108E+11
21/08/01	2001	8	21	6	52	6	-36.813	-179.575	33	7.1	Mw	NEI	2.00108E+11
23/08/01	2001	8	23	21	45	3	-3.373	146.311	10	6.2	Mw	NEI	2.00108E+11
25/08/01	2001	8	25	2	2	3	7.633	-82.766	24.5	6.1	Mw	NEI	2.00108E+11
27/08/01	2001	8	27	1	16	47	1.091	126.36	33	6.1	Mw	NEI	2.00108E+11
02/09/01	2001	9	2	2	25	54	0.889	82.501	10	6.1	Mw	NEI	2.00109E+11
02/09/01	2001	9	2	10	6	51	-54.356	-137.016	10	6.3	Mw	NEI	2.00109E+11
11/09/01	2001	9	11	14	56	51	-0.578	133.13	33	6.5	Mw	NEI	2.00109E+11
12/09/01	2001	9	12	8	48	37	-20.993	-179.109	608.1	6.5	Mw	NEI	2.00109E+11
14/09/01	2001	9	14	4	45	8	48.69	-128.71	10	6	Mw	PGC	2.00109E+11
15/09/01	2001	9	15	15	4	34	-22.393	-175.01	10	6	Mw	NEI	2.00109E+11
18/09/01	2001	9	18	2	19	31	-7.506	127.739	131.8	6	Mw	NEI	2.00109E+11
29/09/01	2001	9	29	2	40	7	-18.503	168.159	33	6.4	Mw	NEI	2.00109E+11
30/09/01	2001	9	30	19	1	19	-18.419	168.121	33	6.2	Mw	NEI	2.00109E+11
02/10/01	2001	10	2	0	48	19	-16.183	-173.82	106.9	6.2	Mw	NEI	2.0011E+11
07/10/01	2001	10	7	2	21	10	-3.296	142.934	10	6.2	Mw	NEI	2.0011E+11
08/10/01	2001	10	8	18	14	26	52.591	160.324	48.5	6.5	Mw	NEI	2.0011E+11
08/10/01	2001	10	8	18	20	38	52.631	160.214	33	6.4	Mw	NEI	2.0011E+11
12/10/01	2001	10	12	5	2	34	52.63	-132.2	20	6.1	Mw	PGC	2.0011E+11
12/10/01	2001	10	12	15	2	17	12.686	144.98	37	7	Mw	NEI	2.0011E+11
13/10/01	2001	10	13	16	27	0	0.839	125.98	33	6	Mw	NEI	2.0011E+11
17/10/01	2001	10	17	11	29	10	19.354	-64.932	33	6	Mw	NEI	2.0011E+11
19/10/01	2001	10	19	3	28	44	-4.102	123.907	33	7.5	Mw	NEI	2.0011E+11
21/10/01	2001	10	21	0	29	21	-37.137	178.982	18	6.7	Mw	NEI	2.0011E+11
26/10/01	2001	10	26	23	5	51	-18.494	168.108	33	6.1	Mw	NEI	2.0011E+11
31/10/01	2001	10	31	9	10	20	-5.912	150.196	33	7	Mw	NEI	2.0011E+11
05/11/01	2001	11	5	23	7	12	-17.289	-179.251	564.1	6.3	Mw	NEI	2.00111E+11
09/11/01	2001	11	9	0	47	55	9.643	-82.3	10	6.1	Mw	NEI	2.00111E+11
13/11/01	2001	11	13	9	47	37	22.371	-106.973	33	6.1	Mw	NEI	2.00111E+11
13/11/01	2001	11	13	10	43	2	53.627	170.551	33	6	ML	AK	
13/11/01	2001	11	13	10	43	23	53.627	170.551	33	6	Mw	NEI	2.00111E+11
14/11/01	2001	11	14	9	26	10	35.946	90.541	10	7.8	Mw	NEI	2.00111E+11
15/11/01	2001	11	15	1	3	6	-1.587	-15.578	10	6.3	Mw	NEI	2.00111E+11
20/11/01	2001	11	20	21	8	18	-6.88	128.921	33	6.2	Mw	NEI	2.00111E+11
