DateTime	Latitude	Longitude	Depth	Magnitude
2014-07-21	35.4329	141.139	30.72	4.5
2014-07-22	37.2329	144.6743	31.4	4.4
2014-07-22	28.0133	141.9136	67.99	4.6
2014-07-22	25.7765	130.2254	23.41	4.8
2014-07-23	37.0245	142.6786	36.17	4.3
2014-07-23	24.1131	123.801	36.3	4.1
2014-07-23	24.2713	139.2862	15.01	4.6
2014-07-23	36.9219	142.4645	24.93	4.2
2014-07-24	38.7059	141.9661	35	4.4
2014-07-24	42.3094	144.8043	45.26	4.5
2014-07-25	41.5694	142.1922	64.06	5.1
2014-07-25	28.8286	143.6107	23.86	5
2014-07-26	27.8585	128.2734	60.43	4.8
2014-07-26	36.9831	142.5678	21.64	4.6
2014-07-26	25.1583	127.0057	24.86	4.5
2014-07-27	40.1684	143.1398	53.19	4.3
2014-07-27	33.1248	140.5182	59.87	4.6
2014-07-27	28.0584	127.8925	77.94	4.1
2014-07-27	39.6127	142.2151	50.63	4.5
2014-07-27	35.4823	140.6271	58.01	4.7
2014-07-28	35.2168	139.4225	139.32	4.2
2014-07-28	36.1424	141.9807	17.48	4.5
2014-07-28	34.7564	139.2677	35	4.4
2014-07-28	34.7231	139.2809	35	4.6
2014-07-28	34.8195	139.4211	9.05	4.4
2014-07-28	28.0991	127.9529	61.66	4.5
2014-07-28	37.0207	142.6297	10	4.5
2014-07-28	28.0182	127.9258	52.54	4.8
2014-07-28	36.9904	142.4847	32.65	4.6
2014-07-28	37.1235	142.1712	20.13	4.3
2014-07-29	35.6281	140.186	69.36	4.8
2014-07-30	28.0228	127.879	65.49	4.5
2014-07-30	37.1403	141.1509	49.32	4.5
2014-07-30	28.0808	127.7134	47.62	4.6
2014-07-31	26.9416	143.8324	35	4.5
2014-07-31	41.595	142.2265	68.75	4.4
2014-08-01	30.8371	140.2557	58.15	4.6
2014-08-01	35.8607	141.8165	39.48	4.4
2014-08-01	41.9288	139.6661	180.97	4.1
2014-08-01	28.0125	128.2084	10	4.3
2014-08-02	25.8552	142.5432	48.27	4.1
2014-08-02	28.0478	128.1066	10	4.8
2014-08-02	33.2997	131.6528	94.87	4.7
2014-08-02	27.8148	128.1164	7.9	4.5
2014-08-02	28.0568	128.0595	11.2	4.9
2014-08-02	28.0132	127.7893	67.89	4.1
2014-08-03	37.9046	142.4167	57.93	4.5
2014-08-03	28.0487	128.0642	10	5.7
2014-08-03	28.0121	128.2727	10	4.2
2014-08-03	27.4979	129.9147	25.66	4.5
2014-08-03	25.947	126.8999	65.12	4.4
2014-08-03	36.7006	142.0208	32.03	4.5
2014-08-03	29.0673	142.5737	25.14	4.4
2014-08-04	39.2282	142.1889	35	4.7
2014-08-04	27.755	127.8853	10	4.4
2014-08-04	32.6011	140.6833	68.89	4.7
2014-08-05	27.9752	128.2205	10	4.1
2014-08-05	40.6281	142.3517	56.69	4.3
2014-08-05	34.9975	135.5381	26.69	4.4
2014-08-05	28.0108	128.0598	10.21	4.4
2014-08-06	27.0892	143.7626	10	4.2
2014-08-06	38.9387	142.0765	60.2	4.6
2014-08-06	40.0545	140.7424	24.72	4.6
2014-08-06	31.1305	132.2681	49.12	4.2
2014-08-07	37.8126	144.4263	35	4.4
2014-08-07	24.3372	123.8709	10	4.5
2014-08-07	26.3584	141.7795	35.19	4.7
2014-08-08	40.198	143.4825	37.18	4.5
2014-08-08	27.12	128.4901	35.2	4.2
2014-08-09	27.7791	142.8848	9.65	5
2014-08-09	38.8419	142.0551	68.23	4.4
2014-08-09	36.2365	141.7225	32.51	4.4
2014-08-09	26.2074	143.6614	10	4.6
2014-08-10	41.1585	142.1309	41	6.1
2014-08-10	27.8239	142.8172	30.67	5.1
2014-08-11	28.0634	127.9827	68.51	4.2
2014-08-11	25.3733	125.5979	41.95	4.5
2014-08-11	26.5213	142.4143	33.32	4.7
2014-08-11	26.3894	142.5224	19.51	4.5
2014-08-11	26.4421	142.3654	29.66	4.7
2014-08-11	27.7392	143.0255	27.33	4.5
2014-08-12	34.2586	140.3887	86.63	4.7
2014-08-12	36.9711	141.3956	46.9	4.2
2014-08-12	31.649	142.3109	20.39	4.6
2014-08-13	42.3428	142.9079	55.48	4.4
2014-08-13	40.6138	140.115	145.51	4.3
2014-08-13	29.2933	142.4719	26.29	4.7
2014-08-13	24.8409	140.9099	209.17	4.2
2014-08-13	29.5096	130.7969	52.62	4.2
2014-08-13	33.8501	131.888	81.85	4.5
2014-08-14	30.6588	139.8909	10	4.4
2014-08-14	42.0704	142.6708	61.47	4.4
2014-08-14	27.9639	128.1841	4.97	5.3
2014-08-14	27.9216	128.0246	10	4.1
2014-08-15	41.579	142.6804	62.31	4.4
2014-08-15	36.8394	142.5464	35	4.6
2014-08-15	36.353	140.9326	39.15	4.5
2014-08-15	36.7183	142.3365	30.68	4.7
2014-08-16	27.7911	142.7397	36.47	4.5
2014-08-16	40.1212	145.4678	34.27	4.9
2014-08-16	25.391	142.1328	30.54	4.2
2014-08-17	36.3245	141.1203	15.22	4.3
2014-08-17	36.8289	142.4714	10	4.8
2014-08-17	30.8547	131.0542	92.64	4.4
2014-08-19	39.3169	140.0356	155.35	4.2
2014-08-19	42.9675	145.6438	42.89	5.1
2014-08-19	28.0953	142.8592	27.13	4.6
2014-08-20	41.0806	142.2608	60.81	4.6
2014-08-20	27.1948	128.3047	64.82	4.4
2014-08-20	28.8985	129.6651	63.51	4.6
2014-08-20	33.1969	138.1144	307.89	5.2
2014-08-21	39.5527	143.6669	19.78	4.4
2014-08-21	28.1461	142.0718	33.97	4.6
2014-08-22	27.9628	128.2453	42.46	4.1
2014-08-23	27.4641	142.9409	25.61	4.5
2014-08-23	27.2094	141.4007	11.28	4.6
2014-08-23	36.7093	141.2369	6.47	4.6
2014-08-24	31.9183	137.7523	380.33	4
2014-08-24	36.0113	139.7891	82.81	4.7
2014-08-24	37.7485	144.085	31.43	4.7
2014-08-24	27.4948	142.7905	35.04	4.5
2014-08-24	37.0637	144.6749	10	4.5
2014-08-24	37.7105	141.8238	41.85	4.5
2014-08-25	27.9225	128.1494	35	4.5
2014-08-25	36.2162	141.9371	20.74	4.5
2014-08-25	36.6986	141.7363	10	4.2
2014-08-25	29.8942	129.88	111.4	4.7
2014-08-25	39.58	142.1052	48.91	4.3
2014-08-25	30.4272	138.2256	447.73	4.4
2014-08-25	34.353	134.9298	27.59	4.6
2014-08-25	39.754	141.84	69.56	4.5
2014-08-25	32.9964	140.0219	140.22	4.3
2014-08-26	36.4068	140.3528	116.42	4.8
2014-08-26	39.0591	142.4241	60.1	4.5
2014-08-26	35.9046	140.0757	63.79	4.1
2014-08-26	27.9872	127.8495	46.95	4.5
2014-08-26	38.2126	142.0605	37.06	4.6
2014-08-27	41.0699	143.167	26	5.4
2014-08-27	36.7142	141.2233	10.94	4.5
2014-08-27	35.3737	141.2723	30.98	4.6
2014-08-28	38.4483	144.1364	17.96	4.2
2014-08-28	31.9052	132.0756	21.57	4.4
2014-08-28	32.0864	132.0682	20	5.8
2014-08-28	31.918	132.0843	10	4.5
2014-08-29	36.5687	140.7689	57.02	4.2
2014-08-29	36.8653	141.2365	35	4.9
2014-08-29	36.5726	140.6761	38.64	4.4
2014-08-29	27.6058	127.1014	148.66	4.2
2014-08-29	30.2312	132.1359	35	4.6
2014-08-29	36.8976	143.1734	35.2	4.5
2014-08-29	36.5764	141.5603	36.03	4.4
2014-08-29	42.6175	144.149	59.76	4.6
2014-08-29	29.8604	138.8616	421.89	4.5
2014-08-30	27.4546	142.816	28.21	4.7
2014-08-30	37.2515	142.0936	33.27	4.4
2014-08-30	37.6427	142.3406	10	4.5
2014-08-30	37.0547	141.1474	53.63	4.5
2014-08-31	27.476	142.6829	45.09	4.6
2014-09-01	38.2503	142.182	37.3	4.6
2014-09-01	24.8187	125.7309	37.33	4
2014-09-02	27.0096	143.7385	10	4.7
2014-09-03	36.8594	139.4288	29.71	5.2
2014-09-03	35.3204	141.2211	23.7	4.8
2014-09-03	36.7918	139.4332	10	4.7
2014-09-03	36.6765	139.5155	7.87	4.6
2014-09-03	26.9031	143.6926	10	4.2
2014-09-03	42.7848	142.7088	48.68	4.8
2014-09-04	42.9636	145.1568	104.93	4.2
2014-09-04	37.9377	142.0807	52.69	4.4
2014-09-04	37.2545	144.0079	35.02	4.4
2014-09-05	25.8744	125.2922	68.87	5.1
2014-09-05	27.1779	140.2569	419.48	4.3
2014-09-05	26.707	143.8863	10	4.6
2014-09-06	42.0202	142.5397	66.62	4.8
2014-09-06	37.5427	140.6756	91.74	4.5
2014-09-07	29.0824	141.6964	33.51	4.2
2014-09-08	35.9921	140.1799	71.98	4.3
2014-09-09	35.6166	140.5692	68.65	4.6
2014-09-09	31.1926	139.8232	10	4.4
2014-09-09	36.7974	140.5647	14.7	4.3
2014-09-10	40.1424	141.828	68.69	4.8
2014-09-10	31.7498	141.7841	24.46	4.4
2014-09-10	25.7293	128.3255	10	4.5
2014-09-11	27.2944	140.2757	422.68	4.9
2014-09-12	44.3897	141.4834	250.7	4.5
2014-09-12	30.7498	141.7695	24.37	4.4
2014-09-13	33.6277	137.0728	362.4	4
2014-09-13	31.43	141.0039	39.97	4.3
2014-09-13	27.6223	139.9329	489.84	4.3
2014-09-13	26.4032	127.8389	58.94	4.3
2014-09-14	29.9461	131.0782	23.48	4.8
2014-09-15	27.758	141.0767	101.5	4.5
2014-09-15	42.2335	144.8913	29.36	4.3
2014-09-15	25.1047	125.7999	100.17	4
2014-09-16	36.0873	139.8502	49.94	5.5
2014-09-16	36.106	139.9138	53.77	4.4
2014-09-17	24.8412	125.3514	42.83	5.4
2014-09-17	24.7523	125.4171	35	4.5
2014-09-18	24.9041	123.3989	118.06	4
2014-09-18	39.4852	143.5259	19.71	4.5
2014-09-18	31.7037	142.4721	28.28	4.5
2014-09-18	31.2425	140.9142	78.04	4.5
2014-09-18	37.9936	141.859	56.53	4.5
2014-09-19	27.9339	129.0207	54.77	4.6
2014-09-19	31.3415	141.0599	42.65	4.4
2014-09-20	33.932	137.0906	371.11	4
2014-09-20	30.0785	130.3546	89.02	4.5
2014-09-21	24.9129	125.4939	17.07	4.2
2014-09-21	27.9401	139.597	491.15	5.5
2014-09-21	27.9109	139.6562	494.14	4.9
2014-09-22	31.4608	141.8306	10	4.7
2014-09-23	31.3695	141.7606	10	4.8
2014-09-23	38.8289	142.1576	53.14	4.1
2014-09-24	37.516	141.21	38.5	4
2014-09-24	29.2234	139.4048	392.54	4.1
2014-09-24	37.5179	141.3349	50.96	5.2
2014-09-24	37.5477	141.3659	53.08	5.1
2014-09-24	35.0716	141.4264	24.68	4.5
2014-09-25	42.014	142.4878	68.6	4.6
2014-09-25	42.6762	143.3608	103.21	4.3
2014-09-26	24.1042	145.4477	20.27	4
2014-09-26	41.602	142.0917	67.18	4.5
2014-09-26	37.2018	136.7764	49.82	4.3
2014-09-28	25.0297	141.9957	79.52	4.2
2014-09-28	36.1824	140.1195	52.22	4.5
2014-09-29	41.9245	144.4174	22.59	4.9
2014-09-29	24.8495	126.9147	10	4.2
2014-09-29	32.219	141.8356	10	4.4
2014-09-29	32.1939	141.7329	30.83	4.4
2014-09-29	26.9564	143.9631	11.43	4.6
2014-09-29	29.3621	140.3587	40.83	4.8
2014-09-30	32.3206	141.834	10	4.5
2014-09-30	44.4582	141.4039	242.41	4.2
2014-10-01	28.306	139.3424	509.97	4.2
2014-10-01	31.9327	141.8633	24.84	4.2
2014-10-01	27.6856	139.8616	480.86	4.4
2014-10-01	26.1777	128.796	29.5	4.4
2014-10-01	26.7797	129.9067	32.26	4.6
2014-10-01	34.3479	137.1169	344.75	4.1
2014-10-02	38.4099	141.8047	52.45	4.6
2014-10-02	43.3124	137.9068	268.5	4.1
2014-10-02	27.4538	128.5073	60.93	4.5
2014-10-03	40.1565	142.7657	30	5.5
2014-10-03	29.8365	139.1654	389.76	4.3
2014-10-04	31.4106	141.6044	10	4.5
2014-10-04	26.8064	142.5272	33.46	4.7
2014-10-05	26.6871	129.7593	21.14	4.6
2014-10-05	38.8972	144.3508	22.26	4.6
2014-10-05	37.4722	141.297	51.88	4.6
2014-10-05	30.8236	142.249	38.17	4.3
2014-10-06	27.283	130.1975	23.48	4.5
2014-10-06	38.2524	142.0632	35	4.6
2014-10-06	34.0985	136.8656	353.72	4
2014-10-06	27.7416	141.7918	40.75	4.5
2014-10-07	39.0687	144.5059	43.09	4.1
2014-10-07	36.4139	143.2694	34.26	4.8
2014-10-07	42.679	143.5426	125.08	4.2
2014-10-09	43.6077	139.4959	211.94	4.6
2014-10-09	36.7327	141.4678	47.1	4.4
2014-10-09	39.5351	143.7572	38.29	4.3
2014-10-10	42.4852	142.0492	119.86	4
2014-10-10	39.0297	142.069	65.49	4.6
2014-10-10	33.4532	141.9157	22.09	4.4
2014-10-10	30.7203	141.7407	19.56	4.8
2014-10-10	36.4853	142.4856	35	4.7
2014-10-11	41.0272	143.1649	22	6.1
2014-10-11	40.9544	143.0805	20	5.4
2014-10-11	40.8383	143.1698	32.7	4.5
2014-10-11	40.9867	143.105	36.33	4.7
2014-10-11	35.6642	140.8939	22.75	4.5
2014-10-12	40.7537	143.5438	7.5	4.1
2014-10-12	27.6457	140.7396	479.88	4
2014-10-12	35.2568	140.0014	111.71	4.4
2014-10-12	30.3774	141.7147	26.1	4.3
2014-10-13	36.2106	140.9481	34.46	4.6
2014-10-13	40.9017	142.3623	70.12	4.1
2014-10-13	40.9721	141.7329	70.88	4.7
2014-10-14	40.9297	143.2338	29.32	5
2014-10-14	26.2531	127.4224	34.65	5.3
2014-10-15	38.5725	141.6264	61.44	4.7
2014-10-15	39.2112	142.3793	10	4.3
2014-10-15	33.6742	132.6513	49.96	4.1
2014-10-15	31.7863	140.5047	60	5.5
2014-10-16	34.776	141.0226	34.28	4.2
2014-10-16	34.6343	141.1904	35	4.2
2014-10-17	36.0186	140.9407	36.67	4.6
2014-10-17	26.7359	140.4766	492.56	4.3
2014-10-17	29.7016	128.518	41.28	5
2014-10-17	36.1827	139.3533	148.52	4.3
2014-10-17	29.6255	128.7225	45.58	4.5
2014-10-17	29.7876	128.6024	44.55	4.2
2014-10-17	29.5783	128.4674	22.15	4.5
2014-10-18	38.8524	142.1125	64.11	4.2
2014-10-18	24.2877	124.0329	62.78	4.4
2014-10-18	36.6946	141.5053	37.72	4.4
2014-10-19	30.9433	141.9129	10.95	4.7
2014-10-19	36.7855	141.9648	20.5	4.4
2014-10-19	26.7621	129.6226	28.75	4.8
2014-10-20	38.2604	142.1006	35	4
2014-10-21	30.3769	138.2594	434.6	4.2
2014-10-21	27.0302	127.4559	106.81	4.7
2014-10-22	27.4158	128.5533	43	5.8
2014-10-22	40.5602	142.5123	56.49	4.2
2014-10-22	30.4939	131.2852	43.44	4
2014-10-23	31.0976	141.7072	40.2	4.2
2014-10-23	40.3634	141.3874	81.47	4.4
2014-10-23	36.4281	141.0169	38.23	4.5
2014-10-23	29.9093	138.8057	400.33	4
2014-10-24	42.3128	143.1977	62.65	4.1
2014-10-24	35.4505	141.5157	17.88	4.5
2014-10-24	26.4684	142.0471	22.61	4.4
2014-10-25	29.1007	130.1696	53.41	4.1
2014-10-25	33.5143	138.3603	292.19	4.1
2014-10-25	27.1184	140.3196	451.33	4.2
2014-10-25	29.6752	129.5664	163.55	4.4
2014-10-27	40.6457	142.6868	55	4.6
2014-10-27	38.8601	141.9155	67.65	4.4
2014-10-27	40.7159	141.943	81.15	4.6
2014-10-27	35.8148	140.1114	71.67	4.7
2014-10-27	32.3049	141.8541	3.5	4.6
2014-10-28	36.1202	141.1505	17.15	4.5
2014-10-28	27.2061	140.2435	477.47	4.6
2014-10-29	29.1567	130.7101	50.92	4.3
2014-10-29	41.5052	142.0391	68.93	4.3
2014-10-30	44.5458	141.487	247.84	4
2014-10-31	28.7943	130.8218	15.09	4.4
2014-10-31	40.1652	142.4054	43.34	4.7
2014-10-31	28.6792	143.3343	35.03	4.5
2014-10-31	28.2107	141.9443	40.56	4.6
2014-11-01	33.856	142.5355	10	4.7
2014-11-01	41.9403	142.4703	52.21	4.7
2014-11-01	41.5857	137.7717	277.29	4.3
2014-11-01	33.6533	131.9462	73.97	4.5
2014-11-02	36.4418	141.3421	44.49	4.2
2014-11-02	26.9603	143.9663	10	4.8
2014-11-02	26.9279	143.9851	10	4.6
2014-11-02	40.5326	141.5386	106.65	4.5
2014-11-02	38.3373	142.7294	19.78	4.3
2014-11-03	39.9133	143.4297	35.69	4.9
2014-11-03	39.7067	143.5866	35	4.6
2014-11-03	42.5667	141.769	36.97	4.7
2014-11-03	25.6499	128.4807	10	4.6
2014-11-03	34.1848	141.0893	42.36	4.6
2014-11-04	35.9792	141.0245	38.17	4.3
2014-11-04	25.6252	141.3112	51.37	4.8
2014-11-05	37.4321	141.8184	54.58	4.4
2014-11-05	25.8105	142.2981	35	4.5
2014-11-05	42.6455	145.8045	38.4	4.8
2014-11-06	25.5092	144.7053	19.94	4.5
2014-11-06	34.281	141.7125	37.58	4.2
2014-11-06	26.2379	125.195	155.43	4.1
2014-11-07	34.4429	139.8466	35	4.2
2014-11-07	28.3421	141.5853	45.73	4.6
2014-11-07	37.804	142.299	42.44	5.1
2014-11-08	34.1717	141.5642	36.51	4.1
2014-11-08	38.7985	142.0129	61.9	4.5
2014-11-09	31.2782	130.3672	154.18	4.1
2014-11-09	34.1403	140.4172	42.47	4.4
2014-11-10	25.2098	123.9312	35.52	4.4
2014-11-10	28.679	143.3489	32.21	4.5
2014-11-11	37.4718	143.7204	10	4.5
2014-11-11	36.8356	139.4274	118.61	4.6
2014-11-11	43.0045	138.2745	241.09	4.6
2014-11-12	36.1199	140.1107	68.49	4.8
2014-11-12	34.2559	135.6032	62.38	4.6
2014-11-12	43.7725	145.0774	121.82	4.2
2014-11-12	38.8492	142.0585	54.06	4.5
2014-11-12	33.0208	140.6623	66.24	5.1
2014-11-12	43.2116	145.4735	68.94	4.3
2014-11-13	30.4577	132.3955	30.78	4.5
2014-11-13	24.0953	126.5425	41.53	4.3
2014-11-13	36.7689	140.7834	39.86	4.5
2014-11-13	43.6546	144.5088	22.26	4.1
2014-11-14	24.2635	123.3463	10	4.2
2014-11-15	38.1567	142.02	55.26	4.5
2014-11-15	27.1127	130.0176	29.28	4.2
2014-11-15	37.0309	141.6229	45.22	4.5
2014-11-15	43.2604	144.3231	133.98	4.4
2014-11-16	34.9801	138.8492	162.58	4.2
2014-11-16	29.2938	139.5527	407.35	4
2014-11-16	36.9386	140.6435	36.78	4.2
2014-11-17	38.3839	142.2307	37.49	4.5
2014-11-17	30.6474	140.1115	134.81	4.5
2014-11-17	42.1033	144.3679	25.64	4.7
2014-11-17	34.5892	135.0651	14.54	4.3
2014-11-18	24.8149	123.31	44.46	4.5
2014-11-18	24.8908	123.4725	35.09	4.8
2014-11-18	39.8329	141.6725	55.1	4.5
2014-11-18	33.8761	139.3451	55.28	4.3
2014-11-18	24.7822	123.4101	40.67	4.4
2014-11-18	30.0444	131.1233	18.64	5
2014-11-18	36.9578	140.5961	105.59	4.5
2014-11-19	36.7175	141.9409	18.71	4.2
2014-11-19	38.8693	141.9379	65.91	4.3
2014-11-19	30.6106	131.3516	22.6	5.1
2014-11-19	30.6551	131.5143	10	4.5
2014-11-20	37.3226	141.6082	32	5.6
2014-11-20	36.7758	141.1196	46.99	4.2
2014-11-20	38.6896	144.4836	24.48	4.4
2014-11-20	41.5672	142.0134	60.6	4.1
2014-11-21	30.557	131.4948	10	4.2
2014-11-21	30.6262	131.3248	18.56	4.4
2014-11-21	30.2416	138.6329	425.01	4.2
2014-11-21	30.4096	131.5179	7.76	4.4
2014-11-21	30.5126	131.4607	10	4.5
2014-11-21	37.0866	144.0872	35	4.1
2014-11-22	37.2886	141.6292	24.41	4.5
2014-11-22	36.5547	142.7272	26.11	4.3
2014-11-22	33.7809	135.295	48.27	4.3
2014-11-22	36.6408	137.8875	9	6.2
2014-11-22	36.6804	137.9236	7.1	4.6
2014-11-22	36.8175	137.8689	7.47	4.6
2014-11-22	39.526	143.4417	30.69	4.3
2014-11-22	37.7204	140.9815	80.88	4.5
2014-11-23	36.6657	137.9627	10	4.3
2014-11-23	36.0423	140.8904	67.91	4.2
2014-11-23	39.6015	143.2619	18.17	5
2014-11-24	30.8335	141.9928	10	4.7
2014-11-24	36.7696	138.0384	8.58	4.5
2014-11-25	38.7243	144.4318	23.88	4.5
2014-11-25	31.6318	138.3529	378.38	4.1
2014-11-25	36.6155	141.849	44.23	4.4
2014-11-25	38.7033	142.5565	42.51	4.3
2014-11-26	39.4499	143.9511	24.95	4.4
2014-11-26	34.8618	140.2021	67.74	4.4
2014-11-28	34.1137	141.7434	32.49	4.4
2014-11-28	39.4604	143.3761	30.61	4.3
2014-11-28	27.5155	128.7357	45.21	4.5
2014-11-28	39.606	143.2059	36.95	4.7
2014-11-29	39.5311	143.2804	30.7	4.2
2014-11-29	32.9767	136.9785	12.24	4.6
2014-12-01	30.8715	141.9822	34.99	4.5
2014-12-02	41.3219	145.0282	46.58	4.2
2014-12-02	36.5448	140.6919	52.23	4.4
2014-12-02	37.0197	140.7509	10	4.7
2014-12-02	41.0354	142.7296	35	4.1
2014-12-02	39.5742	144.5287	33.71	4.4
2014-12-03	43.3708	139.0768	231.89	4
2014-12-03	35.3071	137.0914	40.7	4.5
2014-12-04	35.4972	141.0157	24.54	4.7
2014-12-04	37.9437	142.357	33.85	4.4
2014-12-04	28.4117	128.9801	111.18	4.3
2014-12-05	37.5718	141.8285	24.88	4.4
2014-12-05	27.6378	130.3459	32.51	4.6
2014-12-05	30.9867	141.8889	10	5
2014-12-05	30.9335	142.0225	10	4.4
2014-12-05	35.5141	135.7189	355.12	5
2014-12-06	28.1163	139.4812	521.4	4.3
2014-12-08	35.5439	140.3485	56.92	4.6
2014-12-08	25.5922	125.289	115.28	4.4
2014-12-09	36.204	140.9578	33.58	4.6
2014-12-09	32.581	141.4514	37.74	4.6
2014-12-10	26.5984	141.6632	47.66	4.4
2014-12-10	29.4036	130.5834	43.46	4.3
2014-12-10	40.162	142.2805	57.88	4.2
2014-12-11	35.5717	139.0096	28.44	4.5
2014-12-11	36.7138	142.3459	28.61	4.2
2014-12-11	32.1369	141.6591	33.53	4.5
2014-12-12	32.2103	141.9422	35.26	4.5
2014-12-12	38.4631	141.8228	61.65	4.3
2014-12-12	39.993	142.0373	66.19	4.6
2014-12-12	31.0973	139.154	296.22	4
2014-12-13	36.0544	139.966	69.96	4.4
2014-12-13	37.3894	142.5737	3.23	4.9
2014-12-13	36.6555	141.5453	41.31	4.6
2014-12-14	36.0375	141.9494	9.47	4.6
2014-12-14	27.8849	142.6405	23.4	4.7
2014-12-15	35.0032	140.4572	76.12	4.6
2014-12-16	37.6478	139.7167	35	4.2
2014-12-16	31.1098	141.7797	10	5.1
2014-12-16	31.0905	141.8461	10	4.3
2014-12-16	31.271	142.1969	55.13	4.4
2014-12-17	30.0148	138.942	407.63	4.3
2014-12-17	38.9056	141.9804	54.71	4.7
2014-12-18	38.178	142.5142	50.64	4.4
2014-12-18	39.2771	142.6117	51.47	4.5
2014-12-18	26.657	144.293	16.11	4.6
2014-12-18	26.5865	144.2377	16.97	4.5
2014-12-18	26.576	144.1865	17.71	4.4
2014-12-19	31.9766	129.8421	19.34	4.3
2014-12-19	42.7025	145.5103	28.21	5.3
2014-12-19	33.1248	141.904	16.89	4.4
2014-12-19	38.4774	144.6897	26.17	4.6
2014-12-19	27.3164	129.5271	26.69	4.4
2014-12-19	30.8773	142.1043	37.29	4.6
2014-12-19	25.6481	141.1812	166.8	4.7
2014-12-20	37.4017	141.5534	31.31	5.9
2014-12-20	38.1506	141.6244	55.09	4.8
2014-12-20	39.7681	143.2994	34.42	4.9
2014-12-21	29.5663	140.9576	56.15	4.6
2014-12-21	30.9075	142.0141	29.3	5.1
2014-12-21	35.4052	141.23	29.49	4.3
2014-12-21	36.5993	138.0163	19.95	4.6
2014-12-22	36.0421	139.8784	53.01	4.3
2014-12-22	26.5538	128.8769	10	4.4
2014-12-23	27.8726	130.1709	10	4.5
2014-12-24	37.2516	141.5576	10	5.2
2014-12-25	30.8677	142.2035	29.4	4.2
2014-12-25	44.7629	138.5791	285.97	4.7
2014-12-25	36.0583	139.9149	51.71	4.4
2014-12-26	33.5996	141.2795	39.14	4.8
2014-12-26	35.381	135.8185	10	4.4
2014-12-26	38.2494	141.879	69.47	4.5
2014-12-27	37.5776	141.7149	45.18	4.7
2014-12-28	42.0912	144.2267	47.55	4.5
2014-12-28	41.9331	142.5007	59.06	4.7
2014-12-28	38.3949	144.3947	35	5.1
2014-12-29	42.0575	144.3413	42.15	4.2
2014-12-29	30.5632	131.7416	32.99	4.3
2014-12-30	28.5386	142.5504	25.76	4.7
2014-12-30	39.0664	140.8743	39.6	4.4
2014-12-30	28.4324	142.7741	19.79	4.7
2014-12-30	36.1042	143.3271	27.22	4.4
2014-12-31	35.8841	141.024	42.81	4.5
2014-12-31	24.5055	127.8361	5.02	4.4
2014-12-31	36.5392	141.179	6.62	4.6
2014-12-31	36.6354	140.8938	21.92	4.4
2014-12-31	35.7823	139.9016	89.64	4.5
